<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_273_atp9	0.002	No mitochondrial presequence	34(MPP)	0.088	82-86	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_274_atp9	0.029	No mitochondrial presequence	79(MPP)	0.114	73-77,76-80,86-90	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_275_atp9	0.013	No mitochondrial presequence	64(MPP)	0.141	13-17,71-75	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_276_atp9	0.013	No mitochondrial presequence	61(MPP)	0.164	20-24,67-71	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_277_atp9	0.051	No mitochondrial presequence	82(MPP)	0.122	7-11,88-92	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_278_atp9	0.027	No mitochondrial presequence	58(MPP)	0.190	4-8,65-69	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_279_atp9	0.035	No mitochondrial presequence	71(MPP)	0.127	78-82	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_280_atp9	0.015	No mitochondrial presequence	81(MPP)	0.123	8-12,88-92	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_281_atp9	0.140	No mitochondrial presequence	43(MPP)	0.256	17-21,50-54	12-21-high	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
synMTS_3_282_atp9	0.009	No mitochondrial presequence	91(MPP)	0.110		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_283_atp9	0.039	No mitochondrial presequence	67(MPP)	0.134	1-5,39-43,64-68,73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_284_atp9	0.017	No mitochondrial presequence	6(MPP)	-0.167	15-19	7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_285_atp9	0.011	No mitochondrial presequence	57(MPP)	0.175	63-67	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_286_atp9	0.030	No mitochondrial presequence	23(MPP)	0.043	1-5	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_287_atp9	0.017	No mitochondrial presequence	23(MPP)	0.174		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_288_atp9	0.026	No mitochondrial presequence	59(MPP)	0.169	26-30,65-69	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_289_atp9	0.021	No mitochondrial presequence	58(MPP)	0.155	2-6,55-59,64-68	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_290_atp9	0.015	No mitochondrial presequence	26(MPP)	0.115	80-84	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_291_atp9	0.003	No mitochondrial presequence	80(MPP)	0.113	86-90	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_292_atp9	0.021	No mitochondrial presequence	14(MPP)	0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_293_atp9	0.270	No mitochondrial presequence	93(MPP)	0.108	8-12,12-16,91-95	8-17-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
synMTS_3_294_atp9	0.027	No mitochondrial presequence	13(MPP), 14(Icp55)	0.308	47-51	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_295_atp9	0.007	No mitochondrial presequence	37(MPP), 38(Icp55)	0.027	63-67,73-77	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_296_atp9	0.022	No mitochondrial presequence	95(MPP)	0.084	85-89	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_297_atp9	0.046	No mitochondrial presequence	95(MPP)	0.095	4-8,80-84	1-10-low	-	-	5-10	-	4-9	-	-	-	-	-	16-21	-	-	-	
synMTS_3_298_atp9	0.007	No mitochondrial presequence	19(MPP)	-0.158		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_299_atp9	0.085	No mitochondrial presequence	67(MPP)	0.149	73-77	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_300_atp9	0.042	No mitochondrial presequence	11(MPP)	0.000	84-88,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_301_atp9	0.041	No mitochondrial presequence	33(MPP)	0.152	56-60	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_302_atp9	0.068	No mitochondrial presequence	64(MPP)	0.156	1-5,71-75	15-24-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_303_atp9	0.003	No mitochondrial presequence	76(MPP)	0.145	74-78,83-87	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_304_atp9	0.014	No mitochondrial presequence	85(MPP)	0.118	92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_305_atp9	0.011	No mitochondrial presequence	35(MPP), 36(Icp55)	0.029	78-82,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_306_atp9	0.015	No mitochondrial presequence	75(MPP)	0.147	42-46,81-85	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_307_atp9	0.033	No mitochondrial presequence	80(MPP)	0.138	87-91	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_308_atp9	0.006	No mitochondrial presequence	43(MPP)	0.233	30-34,49-53	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_309_atp9	0.037	No mitochondrial presequence	93(MPP)	0.097	57-61,71-75,76-80	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_310_atp9	0.001	No mitochondrial presequence	36(MPP)	0.222	22-26,96-100	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_311_atp9	0.089	No mitochondrial presequence	86(MPP)	0.116	6-10,93-97	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_312_atp9	0.093	No mitochondrial presequence	80(MPP)	0.113	32-36,68-72,87-91	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_313_atp9	0.044	No mitochondrial presequence	64(MPP)	0.141	61-65,71-75	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_314_atp9	0.001	No mitochondrial presequence	10(MPP)	-0.200	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_315_atp9	0.014	No mitochondrial presequence	90(MPP)	0.122	72-76,84-88,88-92	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_316_atp9	0.032	No mitochondrial presequence	43(MPP)	0.209	21-25,50-54	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_317_atp9	0.010	No mitochondrial presequence	88(MPP)	0.102	29-33,56-60,79-83,94-98	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_318_atp9	0.066	No mitochondrial presequence	16(MPP)	0.125	75-79	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_319_atp9	0.007	No mitochondrial presequence	68(MPP)	0.176	55-59,66-70,75-79	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_320_atp9	0.038	No mitochondrial presequence	58(MPP)	0.172	45-49,64-68	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_321_atp9	0.047	No mitochondrial presequence	39(MPP)	0.231	46-50	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_322_atp9	0.000	No mitochondrial presequence	4(MPP)	0.000	91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_323_atp9	0.014	No mitochondrial presequence	52(MPP)	0.192	39-43,58-62	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_324_atp9	0.004	No mitochondrial presequence	59(MPP)	0.153	65-69	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_325_atp9	0.042	No mitochondrial presequence	85(MPP)	0.106	51-55,92-96	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_326_atp9	0.070	No mitochondrial presequence	74(MPP)	0.122	81-85	20-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
synMTS_3_327_atp9	0.053	No mitochondrial presequence	41(MPP)	0.195	3-7,7-11,48-52	16-25-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_328_atp9	0.014	No mitochondrial presequence	26(MPP)	0.154	46-50,68-72,79-83	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_329_atp9	0.008	No mitochondrial presequence	5(MPP)	-0.200	60-64	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_330_atp9	0.010	No mitochondrial presequence	6(MPP)	0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_331_atp9	0.047	No mitochondrial presequence	77(MPP)	0.104	84-88	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_332_atp9	0.056	No mitochondrial presequence	82(MPP)	0.134	3-7,7-11,17-21,31-35,79-83,89-93	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_333_atp9	0.024	No mitochondrial presequence	59(MPP)	0.169	66-70	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_334_atp9	0.041	No mitochondrial presequence	64(MPP)	0.156	54-58,71-75	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_335_atp9	0.014	No mitochondrial presequence	78(MPP)	0.115	1-5,11-15,29-33,85-89	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_336_atp9	0.003	No mitochondrial presequence	78(MPP)	0.115	30-34,58-62,84-88	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_337_atp9	0.002	No mitochondrial presequence	53(MPP)	0.208	59-63	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_338_atp9	0.017	No mitochondrial presequence	42(MPP)	0.238	1-5,48-52	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_339_atp9	0.001	No mitochondrial presequence	31(MPP)	0.097	58-62	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_340_atp9	0.031	No mitochondrial presequence	91(MPP)	0.099	50-54,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
synMTS_3_341_atp9	0.034	No mitochondrial presequence	61(MPP)	0.164	12-16,68-72	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_342_atp9	0.006	No mitochondrial presequence	50(MPP)	0.140	56-60,87-91	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_343_atp9	0.009	No mitochondrial presequence	75(MPP)	0.160	30-34,81-85	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_344_atp9	0.018	No mitochondrial presequence	71(MPP)	0.141	28-32,68-72,78-82	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_345_atp9	0.127	No mitochondrial presequence	85(MPP)	0.118	91-95	17-28-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_3_346_atp9	0.044	No mitochondrial presequence	55(MPP)	0.164	62-66	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_347_atp9	0.162	No mitochondrial presequence	95(MPP)	0.095	3-7,21-25,39-43	2-11-high	-	-	-	-	21-26	-	6-11	-	-	-	-	-	-	-	
synMTS_3_348_atp9	0.021	No mitochondrial presequence	47(MPP)	0.191	4-8,53-57	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_349_atp9	0.017	No mitochondrial presequence	58(MPP)	0.155	52-56,65-69	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_350_atp9	0.003	No mitochondrial presequence	94(MPP)	0.096	31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_351_atp9	0.002	No mitochondrial presequence	70(MPP)	0.129	44-48,76-80	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_352_atp9	0.020	No mitochondrial presequence	68(MPP)	0.147	62-66,65-69,74-78	9-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_353_atp9	0.028	No mitochondrial presequence	93(MPP)	0.097		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_354_atp9	0.027	No mitochondrial presequence	52(MPP)	0.135	54-58,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_355_atp9	0.004	No mitochondrial presequence	83(MPP)	0.096	89-93	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_356_atp9	0.031	No mitochondrial presequence	17(MPP)	0.000	8-12,13-17,31-35,86-90	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_357_atp9	0.023	No mitochondrial presequence	95(MPP)	0.105	5-9,42-46	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_358_atp9	0.085	No mitochondrial presequence	41(MPP)	0.000	9-13	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_359_atp9	0.027	No mitochondrial presequence	71(MPP)	0.127	24-28,28-32,78-82	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_360_atp9	0.006	No mitochondrial presequence	60(MPP)	0.167	58-62,67-71	5-14-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-	
synMTS_3_361_atp9	0.017	No mitochondrial presequence	70(MPP)	0.129	41-45,76-80	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_362_atp9	0.026	No mitochondrial presequence	71(MPP)	0.127	78-82	11-20-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8	
synMTS_3_363_atp9	0.001	No mitochondrial presequence	46(MPP)	0.109		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_364_atp9	0.036	No mitochondrial presequence	24(MPP)	0.167		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_365_atp9	0.070	No mitochondrial presequence	50(MPP)	0.180	20-24,24-28,34-38,57-61	12-24-high	-	-	-	-	-	12-17	-	-	-	-	-	-	-	-	
synMTS_3_366_atp9	0.019	No mitochondrial presequence	9(MPP)	-0.111	3-7,95-99	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_367_atp9	0.020	No mitochondrial presequence	56(MPP)	0.161	62-66	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_368_atp9	0.050	No mitochondrial presequence	94(MPP)	0.117	5-9,16-20,88-92	5-20-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
synMTS_3_369_atp9	0.004	No mitochondrial presequence	93(MPP)	0.097	81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_370_atp9	0.016	No mitochondrial presequence	77(MPP)	0.143	51-55,65-69,84-88	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_371_atp9	0.023	No mitochondrial presequence	37(MPP)	0.189	14-18	6-18-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
synMTS_3_372_atp9	0.001	No mitochondrial presequence	45(MPP)	0.222	52-56	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_373_atp9	0.040	No mitochondrial presequence	92(MPP)	0.098	53-57,56-60	13-22-high	-	-	-	-	-	-	16-21	-	-	-	-	-	-	-	
synMTS_3_374_atp9	0.011	No mitochondrial presequence	93(MPP)	0.108		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_375_atp9	0.000	No mitochondrial presequence	78(MPP)	0.115	33-37,49-53,84-88	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_376_atp9	0.020	No mitochondrial presequence	15(MPP), 16(Icp55)	0.133		13-22-low	-	-	-	-	-	-	16-21	-	-	-	-	-	-	-	
synMTS_3_377_atp9	0.010	No mitochondrial presequence	91(MPP)	0.121	30-34,39-43,89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_378_atp9	0.078	No mitochondrial presequence	55(MPP)	0.182	12-16,61-65	11-20-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
synMTS_3_379_atp9	0.080	No mitochondrial presequence	88(MPP)	0.102	77-81,94-98	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_380_atp9	0.087	No mitochondrial presequence	59(MPP)	0.169	65-69	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_381_atp9	0.037	No mitochondrial presequence	89(MPP)	0.101	55-59,70-74,96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_382_atp9	0.089	No mitochondrial presequence	50(MPP)	0.200	5-9,57-61	5-14-high	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-	
synMTS_3_383_atp9	0.047	No mitochondrial presequence	39(MPP)	0.256	36-40,46-50	5-14-high	-	13-18	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_384_atp9	0.118	No mitochondrial presequence	79(MPP)	0.127	21-25,56-60,65-69,85-89	21-30-high	-	-	-	-	-	-	-	-	-	-	6-11	-	-	-	
synMTS_3_385_atp9	0.017	No mitochondrial presequence	80(MPP)	0.113	24-28,33-37,86-90	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_386_atp9	0.101	No mitochondrial presequence	79(MPP)	0.127	17-21,76-80,86-90	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_387_atp9	0.041	No mitochondrial presequence	87(MPP)	0.103	78-82,93-97	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_388_atp9	0.045	No mitochondrial presequence	6(MPP)	-0.167	8-12,33-37,72-76	4-14-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
synMTS_3_389_atp9	0.029	No mitochondrial presequence	65(MPP)	0.138	72-76	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_390_atp9	0.022	No mitochondrial presequence	79(MPP)	0.139	2-6,5-9,9-13,86-90	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_391_atp9	0.011	No mitochondrial presequence	83(MPP)	0.108	89-93	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_392_atp9	0.053	No mitochondrial presequence	93(MPP)	0.097	10-14	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_393_atp9	0.019	No mitochondrial presequence	11(MPP), 12(Icp55)	0.273	26-30,36-40	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_394_atp9	0.015	No mitochondrial presequence	84(MPP)	0.107	91-95	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_395_atp9	0.043	No mitochondrial presequence	57(MPP)	0.175	31-35,40-44,63-67	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_396_atp9	0.057	No mitochondrial presequence	86(MPP)	0.116	12-16,51-55,93-97	1-12-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
synMTS_3_397_atp9	0.022	No mitochondrial presequence	94(MPP)	0.106	6-10,32-36,91-95	2-11-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
synMTS_3_398_atp9	0.023	No mitochondrial presequence	84(MPP)	0.095	66-70,91-95	2-12-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
synMTS_3_399_atp9	0.130	No mitochondrial presequence	70(MPP)	0.129	26-30,77-81	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_400_atp9	0.032	No mitochondrial presequence	69(MPP)	0.130	76-80	16-25-high	-	-	-	-	-	-	-	-	-	-	15-20	-	-	-	
synMTS_4_201_atp9	0.325	No mitochondrial presequence	30(MPP), 31(Icp55)	0.233	4-8,31-35,40-44,47-51,64-68,93-97,96-100	3-18-high	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
synMTS_4_202_atp9	0.064	No mitochondrial presequence	55(MPP)	0.255	15-19,24-28,43-47,46-50,61-65	14-23-high	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
synMTS_4_203_atp9	0.123	No mitochondrial presequence	68(MPP)	0.235	29-33,41-45,54-58,65-69,75-79	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_204_atp9	0.077	No mitochondrial presequence	59(MPP)	0.254	44-48,49-53,65-69	21-30-high	-	-	-	-	-	-	10-15	-	-	9-14	-	-	-	-	
synMTS_4_205_atp9	0.162	No mitochondrial presequence	59(MPP)	0.237	22-26,56-60,66-70	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	22-27	-	
synMTS_4_206_atp9	0.142	No mitochondrial presequence	66(MPP)	0.242	32-36,36-40,58-62,72-76	17-26-high	-	6-11	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_207_atp9	0.123	No mitochondrial presequence	46(MPP)	0.217	27-31,35-39,53-57	3-12-high	-	-	-	-	-	-	23-28	-	-	2-7,22-27	-	-	-	-	
synMTS_4_208_atp9	0.049	No mitochondrial presequence	82(MPP)	0.232	9-13,12-16,33-37,42-46,58-62,88-92	7-16-high	-	-	-	-	-	-	-	-	-	-	-	8-13	-	-	
synMTS_4_209_atp9	0.229	No mitochondrial presequence	52(MPP)	0.231	49-53,59-63	15-24-high	-	-	-	-	-	17-22	-	-	-	-	-	-	-	-	
synMTS_4_210_atp9	0.065	No mitochondrial presequence	70(MPP)	0.243	44-48,63-67,67-71,77-81	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_211_atp9	0.034	No mitochondrial presequence	69(MPP)	0.246	25-29,29-33,33-37,46-50,66-70,75-79	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_212_atp9	0.057	No mitochondrial presequence	87(MPP)	0.241	13-17,79-83,93-97	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_213_atp9	0.040	No mitochondrial presequence	43(MPP)	0.233	2-6,17-21,40-44,49-53	17-27-high	-	-	-	18-23	-	-	-	-	-	-	-	-	-	-	
synMTS_4_214_atp9	0.061	No mitochondrial presequence	61(MPP)	0.246	13-17,18-22,38-42,42-46,49-53,57-61,73-77,77-81,81-85	12-21-high	-	-	-	-	-	-	-	-	16-21	-	-	-	-	-	
synMTS_4_215_atp9	0.034	No mitochondrial presequence	7(MPP)	0.143	44-48,53-57,61-65,70-74,86-90	7-16-high	-	-	-	-	-	12-17	-	-	-	-	-	-	-	-	
synMTS_4_216_atp9	0.012	No mitochondrial presequence	40(MPP)	0.225	46-50	6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_217_atp9	0.184	No mitochondrial presequence	48(MPP)	0.229	19-23,32-36,45-49,54-58	20-29-high	-	-	-	-	-	-	-	-	22-27	-	-	-	-	-	
synMTS_4_218_atp9	0.181	No mitochondrial presequence	67(MPP), 68(Icp55)	0.254	4-8,14-18,72-76	4-13-high	-	-	-	-	-	-	-	-	-	-	-	3-8	4-9	-	
synMTS_4_219_atp9	0.274	No mitochondrial presequence	56(MPP)	0.250	23-27,50-54,53-57,63-67	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_220_atp9	0.040	No mitochondrial presequence	81(MPP)	0.235	20-24,37-41,57-61,87-91	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_221_atp9	0.216	No mitochondrial presequence	58(MPP)	0.241	7-11,16-20,20-24,50-54,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_222_atp9	0.082	No mitochondrial presequence	80(MPP)	0.250	39-43,43-47,73-77,77-81,87-91	8-17-high	-	-	-	-	-	-	11-16	-	-	10-15	-	-	-	-	
synMTS_4_223_atp9	0.275	No mitochondrial presequence	47(MPP)	0.234	23-27,27-31,32-36,53-57	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_224_atp9	0.101	No mitochondrial presequence	62(MPP)	0.258	68-72	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_225_atp9	0.071	No mitochondrial presequence	48(MPP)	0.229	22-26,26-30,54-58	20-29-high	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
synMTS_4_226_atp9	0.132	No mitochondrial presequence	73(MPP)	0.247	23-27,70-74,80-84	19-28-high	-	-	-	-	-	6-11	-	-	-	5-10	-	-	-	-	
synMTS_4_227_atp9	0.119	No mitochondrial presequence	58(MPP)	0.259	55-59,65-69	19-28-high	-	-	-	-	-	3-8	-	-	-	-	-	-	-	-	
synMTS_4_228_atp9	0.163	No mitochondrial presequence	23(MPP)	0.217	15-19,36-40,82-86,86-90,94-98	3-12-high	-	-	-	16-21	-	-	-	-	-	-	-	-	-	-	
synMTS_4_229_atp9	0.033	No mitochondrial presequence	73(MPP)	0.260	5-9,28-32,31-35,34-38,47-51,62-66,79-83	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_230_atp9	0.294	No mitochondrial presequence	81(MPP)	0.247	25-29,40-44,52-56,79-83,88-92	20-29-high	-	-	-	-	-	-	-	-	-	-	-	24-29	-	-	
synMTS_4_231_atp9	0.079	No mitochondrial presequence	55(MPP)	0.236	27-31,62-66	15-26-high	-	-	-	-	-	4-9	-	-	-	-	-	-	-	-	
synMTS_4_232_atp9	0.152	No mitochondrial presequence	53(MPP)	0.245	51-55,60-64	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_233_atp9	0.170	No mitochondrial presequence	40(MPP)	0.225	6-10,18-22,47-51	6-15-high	-	-	24-29	-	-	-	-	10-15	-	9-14	-	-	-	-	
synMTS_4_234_atp9	0.079	No mitochondrial presequence	80(MPP)	0.250	32-36,36-40,55-59,77-81,86-90	11-20-high	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-	
synMTS_4_235_atp9	0.116	No mitochondrial presequence	79(MPP)	0.228	15-19,18-22,76-80,85-89	13-22-high	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-	
