<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_487_atp8	0.026	No mitochondrial presequence	91(MPP)	0.121	19-23,81-85,88-92	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_488_atp8	0.057	No mitochondrial presequence	79(MPP)	0.127	63-67,72-76	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_489_atp8	0.052	No mitochondrial presequence	36(MPP), 37(Icp55)	0.167	1-5,31-35	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_490_atp8	0.005	No mitochondrial presequence	66(MPP)	0.152	43-47	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_491_atp8	0.022	No mitochondrial presequence	87(MPP)	0.115	54-58	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_492_atp8	0.007	No mitochondrial presequence	67(MPP), 68(Icp55)	0.134		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_493_atp8	0.010	No mitochondrial presequence	74(MPP)	0.135	7-11,55-59	6-15-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_494_atp8	0.046	No mitochondrial presequence	70(MPP)	0.129	27-31,62-66	10-19-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	-	
synMTS_3_495_atp8	0.046	No mitochondrial presequence	79(MPP)	0.127	76-80,81-85	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_496_atp8	0.207	No mitochondrial presequence	79(MPP)	0.139	9-13,76-80,81-85	21-30-high	-	-	-	-	9-14	-	20-25	25-30	-	19-24,24-29	-	-	-	-	
synMTS_3_497_atp8	0.028	No mitochondrial presequence	58(MPP)	0.172	93-97	4-13-high	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_3_498_atp8	0.002	No mitochondrial presequence	92(MPP)	0.109		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_499_atp8	0.081	No mitochondrial presequence	82(MPP)	0.134	47-51,73-77	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_500_atp8	0.022	No mitochondrial presequence	59(MPP)	0.153	94-98	12-23-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
synMTS_3_501_atp8	0.019	No mitochondrial presequence	24(MPP)	0.083	11-15,32-36	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_502_atp8	0.023	No mitochondrial presequence	44(MPP)	0.205	6-10,18-22,62-66	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_503_atp8	0.005	No mitochondrial presequence	94(MPP)	0.117	39-43,50-54	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_504_atp8	0.010	No mitochondrial presequence	62(MPP)	0.145		1-13-low	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
synMTS_3_505_atp8	0.019	No mitochondrial presequence	60(MPP)	0.167	25-29,57-61,96-100	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_506_atp8	0.100	No mitochondrial presequence	82(MPP)	0.122	37-41,73-77,76-80,79-83	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_507_atp8	0.017	No mitochondrial presequence	22(MPP)	0.091	32-36,62-66,96-100	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_508_atp8	0.024	No mitochondrial presequence	5(MPP)	0.000	93-97	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_509_atp8	0.008	No mitochondrial presequence	81(MPP)	0.111	78-82	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_510_atp8	0.029	No mitochondrial presequence	21(MPP)	0.048	9-13,26-30,36-40,40-44	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_511_atp8	0.006	No mitochondrial presequence	62(MPP)	0.161	49-53	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_512_atp8	0.113	No mitochondrial presequence	95(MPP)	0.105	11-15,93-97	3-15-high	-	-	-	-	-	-	-	-	-	2-7	-	-	-	-	
synMTS_3_513_atp8	0.015	No mitochondrial presequence	10(MPP)	-0.100	17-21	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_514_atp8	0.043	No mitochondrial presequence	46(MPP)	0.196	5-9,82-86,87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_515_atp8	0.005	No mitochondrial presequence	67(MPP)	0.119		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_516_atp8	0.007	No mitochondrial presequence	77(MPP)	0.117	31-35,42-46	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_517_atp8	0.027	No mitochondrial presequence	23(MPP)	0.174		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_518_atp8	0.010	No mitochondrial presequence	60(MPP)	0.150	57-61,95-99	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_519_atp8	0.028	No mitochondrial presequence	81(MPP), 82(Icp55)	0.086		15-25-high	-	-	-	-	-	5-10	-	-	-	4-9	-	-	-	-	
synMTS_3_520_atp8	0.005	No mitochondrial presequence	89(MPP)	0.101	42-46	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_521_atp8	0.021	No mitochondrial presequence	67(MPP)	0.149	18-22,29-33	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_522_atp8	0.233	No mitochondrial presequence	92(MPP)	0.109	1-5,89-93,94-98	1-10-high	-	-	-	-	-	-	-	-	6-11	-	5-10	-	-	-	
synMTS_3_523_atp8	0.091	No mitochondrial presequence	86(MPP)	0.105	8-12,83-87,88-92	19-28-high	-	-	-	-	-	-	22-27	-	-	-	-	-	-	-	
synMTS_3_524_atp8	0.002	No mitochondrial presequence	95(MPP)	0.116	40-44,65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_525_atp8	0.055	No mitochondrial presequence	83(MPP)	0.120	3-7	2-11-high	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-	
synMTS_3_526_atp8	0.029	No mitochondrial presequence	69(MPP)	0.145		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_527_atp8	0.009	No mitochondrial presequence	57(MPP)	0.105	50-54	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_528_atp8	0.054	No mitochondrial presequence	92(MPP)	0.109	1-5,49-53,55-59,61-65	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_529_atp8	0.009	No mitochondrial presequence	17(MPP)	-0.059	59-63	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_530_atp8	0.033	No mitochondrial presequence	84(MPP)	0.131	81-85,86-90	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_531_atp8	0.006	No mitochondrial presequence	79(MPP)	0.114	54-58,60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_532_atp8	0.047	No mitochondrial presequence	10(MPP)	0.000	24-28,35-39,64-68,95-99	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_533_atp8	0.056	No mitochondrial presequence	50(MPP)	0.200	40-44,47-51,85-89,90-94	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_534_atp8	0.029	No mitochondrial presequence	61(MPP)	0.164	96-100	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_535_atp8	0.027	No mitochondrial presequence	73(MPP)	0.137	14-18	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
synMTS_3_536_atp8	0.056	No mitochondrial presequence	52(MPP)	0.173	46-50,49-53,88-92,93-97	21-30-high	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
synMTS_3_537_atp8	0.018	No mitochondrial presequence	75(MPP)	0.133	1-5	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_538_atp8	0.015	No mitochondrial presequence	69(MPP)	0.130		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_539_atp8	0.052	No mitochondrial presequence	81(MPP)	0.123	33-37	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_540_atp8	0.032	No mitochondrial presequence	79(MPP)	0.127	68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_541_atp8	0.007	No mitochondrial presequence	25(MPP)	-0.080		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_542_atp8	0.009	No mitochondrial presequence	92(MPP)	0.109	39-43,45-49,89-93,94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_543_atp8	0.084	No mitochondrial presequence	78(MPP)	0.115	15-19,20-24,75-79,80-84	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_544_atp8	0.027	No mitochondrial presequence	64(MPP)	0.141		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_545_atp8	0.002	No mitochondrial presequence	19(MPP)	0.263	90-94,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_546_atp8	0.009	No mitochondrial presequence	62(MPP)	0.145	52-56	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_547_atp8	0.004	No mitochondrial presequence	67(MPP)	0.134	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_548_atp8	0.013	No mitochondrial presequence	67(MPP)	0.134	36-40	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_549_atp8	0.033	No mitochondrial presequence	65(MPP)	0.154		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_550_atp8	0.007	No mitochondrial presequence	80(MPP)	0.138	29-33,34-38	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_551_atp8	0.017	No mitochondrial presequence	87(MPP)	0.115	30-34	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_552_atp8	0.010	No mitochondrial presequence	76(MPP)	0.132	5-9	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_553_atp8	0.005	No mitochondrial presequence	63(MPP)	0.143		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_554_atp8	0.011	No mitochondrial presequence	25(MPP)	0.160		2-11-high	-	20-25	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_555_atp8	0.033	No mitochondrial presequence	84(MPP)	0.119	11-15,81-85,86-90	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_556_atp8	0.004	No mitochondrial presequence	7(MPP)	-0.143	17-21,67-71,71-75,93-97	12-21-low	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
synMTS_3_557_atp8	0.043	No mitochondrial presequence	85(MPP)	0.106	14-18,17-21,82-86,87-91	17-26-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
synMTS_3_558_atp8	0.028	No mitochondrial presequence	65(MPP)	0.138	39-43	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_559_atp8	0.027	No mitochondrial presequence	25(MPP)	0.080	45-49	2-11-low	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-	
synMTS_3_560_atp8	0.073	No mitochondrial presequence	65(MPP)	0.154		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_561_atp8	0.044	No mitochondrial presequence	95(MPP)	0.105	6-10	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_562_atp8	0.015	No mitochondrial presequence	48(MPP)	0.188	18-22,45-49,84-88,89-93	18-28-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
synMTS_3_563_atp8	0.048	No mitochondrial presequence	90(MPP)	0.111	49-53,87-91,92-96	13-22-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_3_564_atp8	0.008	No mitochondrial presequence	92(MPP)	0.098	37-41,89-93,94-98	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_565_atp8	0.008	No mitochondrial presequence	82(MPP)	0.110		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_566_atp8	0.052	No mitochondrial presequence	60(MPP)	0.150	32-36,95-99	1-10-high	-	12-17	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_567_atp8	0.029	No mitochondrial presequence	82(MPP)	0.110	7-11,12-16	6-15-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
synMTS_3_568_atp8	0.006	No mitochondrial presequence	46(MPP)	0.130		12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_569_atp8	0.344	No mitochondrial presequence	52(MPP)	0.192	42-46,88-92,93-97	10-19-high	-	-	-	-	-	13-18	-	-	-	-	-	-	-	12-17	
synMTS_3_570_atp8	0.027	No mitochondrial presequence	48(MPP)	0.208	16-20,83-87,88-92	11-20-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-	
synMTS_3_571_atp8	0.003	No mitochondrial presequence	40(MPP)	0.075	51-55,63-67,73-77,95-99	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_572_atp8	0.005	No mitochondrial presequence	27(MPP)	0.148	89-93	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_573_atp8	0.008	No mitochondrial presequence	82(MPP), 83(Icp55)	0.134	44-48,65-69,69-73	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_574_atp8	0.076	No mitochondrial presequence	92(MPP)	0.098	21-25,61-65,77-81	20-29-high	-	-	-	-	-	11-16	-	-	-	-	-	-	-	10-15	
synMTS_3_575_atp8	0.006	No mitochondrial presequence	80(MPP)	0.125	27-31,46-50	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_576_atp8	0.001	No mitochondrial presequence	90(MPP)	0.111	33-37,39-43,87-91,92-96	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_577_atp8	0.010	No mitochondrial presequence	35(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_578_atp8	0.024	No mitochondrial presequence	40(MPP)	0.225	38-42,76-80,81-85	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_579_atp8	0.034	No mitochondrial presequence	88(MPP)	0.114		1-11-low	-	-	-	-	-	-	-	-	13-18	-	-	-	-	-	
synMTS_3_580_atp8	0.023	No mitochondrial presequence	73(MPP)	0.151		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_581_atp8	0.051	No mitochondrial presequence	68(MPP)	0.132		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_582_atp8	0.309	No mitochondrial presequence	90(MPP)	0.122	4-8,29-33,49-53,87-91,92-96	3-15-high	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
synMTS_3_583_atp8	0.035	No mitochondrial presequence	82(MPP)	0.122	2-6,31-35,79-83,84-88	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_584_atp8	0.044	No mitochondrial presequence	95(MPP)	0.105		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_585_atp8	0.018	No mitochondrial presequence	73(MPP)	0.123		19-29-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_3_586_atp8	0.026	No mitochondrial presequence	65(MPP)	0.154	39-43,44-48,53-57,62-66	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_587_atp8	0.061	No mitochondrial presequence	43(MPP)	0.256	40-44,79-83,84-88	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_588_atp8	0.022	No mitochondrial presequence	90(MPP)	0.122	38-42,87-91,92-96	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_589_atp8	0.028	No mitochondrial presequence	6(MPP)	-0.333	18-22,38-42	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_590_atp8	0.157	No mitochondrial presequence	77(MPP)	0.130	10-14,17-21,21-25,51-55	12-21-high	-	-	-	-	-	-	-	-	-	-	-	9-14	10-15	-	
synMTS_3_591_atp8	0.046	No mitochondrial presequence	55(MPP)	0.182	91-95,96-100	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_592_atp8	0.043	No mitochondrial presequence	85(MPP)	0.129	82-86,87-91	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_593_atp8	0.016	No mitochondrial presequence	27(MPP)	0.185	20-24,89-93,93-97	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_594_atp8	0.002	No mitochondrial presequence	41(MPP)	0.073		16-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_595_atp8	0.025	No mitochondrial presequence	84(MPP)	0.107		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_596_atp8	0.014	No mitochondrial presequence	29(MPP)	0.207	86-90,94-98	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_597_atp8	0.043	No mitochondrial presequence	61(MPP)	0.148	14-18	12-21-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
synMTS_3_598_atp8	0.046	No mitochondrial presequence	78(MPP)	0.128	16-20,72-76,76-80	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_599_atp8	0.018	No mitochondrial presequence	85(MPP)	0.106		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_600_atp8	0.012	No mitochondrial presequence	69(MPP)	0.130	52-56,56-60,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_401_atp8	0.095	No mitochondrial presequence	50(MPP)	0.240	9-13,17-21,86-90,91-95	17-26-high	-	-	-	18-23	9-14	-	-	-	-	-	-	-	-	-	
synMTS_4_402_atp8	0.108	No mitochondrial presequence	47(MPP)	0.234	4-8,15-19,32-36,35-39,48-52,74-78,83-87	4-15-high	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
synMTS_4_403_atp8	0.128	No mitochondrial presequence	54(MPP)	0.222	18-22,44-48,51-55,89-93,94-98	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_404_atp8	0.403	Possessing mitochondrial presequence	88(MPP)	0.250	12-16,24-28,51-55,74-78	6-16-high	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-	
synMTS_4_405_atp8	0.154	No mitochondrial presequence	82(MPP)	0.134	13-17,18-22,28-32,79-83,84-88	8-17-low	-	-	-	-	-	-	23-28	-	-	22-27	-	12-17,17-22	-	-	
synMTS_4_406_atp8	0.109	No mitochondrial presequence	64(MPP)	0.250	8-12,28-32,54-58	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_407_atp8	0.106	No mitochondrial presequence	42(MPP)	0.262	5-9,10-14,78-82,83-87	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_408_atp8	0.398	Possessing mitochondrial presequence	21(MPP), 29(Oct1)	0.238	18-22,52-56,59-63,74-78,88-92	15-24-high	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_409_atp8	0.033	No mitochondrial presequence	82(MPP)	0.232	16-20,25-29,40-44,43-47,67-71,71-75	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_410_atp8	0.090	No mitochondrial presequence	71(MPP)	0.225	9-13,37-41,47-51,65-69	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_411_atp8	0.039	No mitochondrial presequence	17(MPP)	0.235	79-83,87-91	17-26-high	-	23-28	-	25-30	-	-	-	-	-	-	-	-	-	-	
synMTS_4_412_atp8	0.066	No mitochondrial presequence	66(MPP)	0.258	15-19,23-27,38-42,43-47,63-67	17-26-high	-	-	16-21	-	15-20	-	-	-	-	-	-	-	-	-	
synMTS_4_413_atp8	0.155	No mitochondrial presequence	42(MPP)	0.238	15-19,19-23,30-34,66-70,69-73,87-91,91-95,94-98	15-24-high	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
synMTS_4_414_atp8	0.082	No mitochondrial presequence	64(MPP)	0.219	8-12,20-24,33-37,48-52,56-60	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_415_atp8	0.140	No mitochondrial presequence	53(MPP)	0.245	46-50,89-93,94-98	20-30-high	-	-	-	-	-	-	-	-	-	21-26	-	-	-	-	
synMTS_4_416_atp8	0.072	No mitochondrial presequence	76(MPP)	0.250	41-45,49-53,53-57,56-60	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_417_atp8	0.077	No mitochondrial presequence	44(MPP)	0.250	12-16,20-24,46-50,50-54,60-64,64-68,69-73	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_418_atp8	0.030	No mitochondrial presequence	65(MPP)	0.231	27-31	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_419_atp8	0.075	No mitochondrial presequence	87(MPP)	0.241	15-19,32-36,41-45,45-49,66-70,69-73	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_420_atp8	0.232	No mitochondrial presequence	60(MPP)	0.250	10-14,95-99	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_4_421_atp8	0.072	No mitochondrial presequence	82(MPP)	0.244	3-7,7-11,43-47,79-83	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_422_atp8	0.069	No mitochondrial presequence	84(MPP)	0.226	16-20,59-63,81-85	3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_423_atp8	0.232	No mitochondrial presequence	50(MPP)	0.240	85-89,90-94	13-22-high	-	-	-	-	-	-	-	18-23	-	-	-	-	-	17-22	
synMTS_4_424_atp8	0.102	No mitochondrial presequence	54(MPP)	0.241	9-13,13-17,27-31,44-48,47-51,75-79,96-100	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_425_atp8	0.158	No mitochondrial presequence	56(MPP)	0.232	31-35,53-57,72-76,76-80,87-91	1-10-high	-	18-23	-	-	-	16-21	-	-	-	15-20	-	-	-	-	
synMTS_4_426_atp8	0.126	No mitochondrial presequence	45(MPP), 53(Oct1)	0.244	7-11,59-63,62-66	3-12-high	-	-	-	-	-	15-20	-	-	-	-	-	6-11	7-12	-	
synMTS_4_427_atp8	0.058	No mitochondrial presequence	70(MPP)	0.214	7-11,57-61	3-12-low	-	14-19	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_428_atp8	0.026	No mitochondrial presequence	16(MPP)	0.250	32-36,87-91,96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_429_atp8	0.112	No mitochondrial presequence	36(MPP)	0.278	15-19,19-23	15-24-high	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-	
synMTS_4_430_atp8	0.158	No mitochondrial presequence	78(MPP)	0.269	5-9,8-12,37-41,57-61,61-65	7-16-high	-	23-28	-	9-14	5-10	-	-	-	-	-	-	-	-	-	
synMTS_4_431_atp8	0.165	No mitochondrial presequence	21(MPP)	0.238	14-18,18-22,48-52,58-62,93-97	14-23-high	-	-	-	-	18-23	-	-	-	-	-	-	13-18	-	-	
synMTS_4_432_atp8	0.081	No mitochondrial presequence	50(MPP), 51(Icp55)	0.260	51-55,90-94	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_433_atp8	0.149	No mitochondrial presequence	60(MPP)	0.233	28-32,95-99	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_434_atp8	0.039	No mitochondrial presequence	61(MPP)	0.213	16-20,38-42,41-45,46-50,54-58	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_435_atp8	0.061	No mitochondrial presequence	52(MPP)	0.212	35-39,61-65	14-23-high	-	-	-	-	-	-	-	-	-	6-11	-	-	-	-	
synMTS_4_436_atp8	0.181	No mitochondrial presequence	71(MPP)	0.254	17-21,65-69,68-72	11-20-high	-	-	11-16	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_437_atp8	0.098	No mitochondrial presequence	55(MPP)	0.255	30-34,91-95,96-100	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_438_atp8	0.119	No mitochondrial presequence	82(MPP)	0.134	30-34,79-83,84-88	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_439_atp8	0.125	No mitochondrial presequence	28(MPP)	0.250	22-26,41-45,50-54,70-74	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_440_atp8	0.068	No mitochondrial presequence	86(MPP)	0.244	16-20,45-49,83-87	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_441_atp8	0.118	No mitochondrial presequence	77(MPP)	0.260	15-19,47-51	9-18-high	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
synMTS_4_442_atp8	0.026	No mitochondrial presequence	74(MPP)	0.243	16-20,27-31,42-46,46-50,50-54	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_443_atp8	0.017	No mitochondrial presequence	91(MPP)	0.231	41-45,67-71	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_444_atp8	0.091	No mitochondrial presequence	45(MPP)	0.222	12-16,42-46,80-84,85-89	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_445_atp8	0.038	No mitochondrial presequence	89(MPP)	0.236	3-7,86-90	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_446_atp8	0.058	No mitochondrial presequence	34(MPP)	0.206	9-13,18-22,21-25,41-45,44-48,63-67,67-71,71-75	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_447_atp8	0.057	No mitochondrial presequence	85(MPP)	0.247	20-24,24-28,33-37,83-87	20-29-high	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
synMTS_4_448_atp8	0.038	No mitochondrial presequence	83(MPP)	0.265	14-18,58-62,80-84	14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
