<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_208_cox2	0.001	No mitochondrial presequence	69(MPP)	0.087	62-66	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_209_cox2	0.061	No mitochondrial presequence	62(MPP)	0.177	7-11,46-50,53-57	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_210_cox2	0.011	No mitochondrial presequence	8(MPP), 9(Icp55)	-0.125	31-35,84-88	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_211_cox2	0.028	No mitochondrial presequence	50(MPP)	0.200		21-30-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
synMTS_3_212_cox2	0.042	No mitochondrial presequence	87(MPP)	0.126	15-19	14-23-low	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
synMTS_3_213_cox2	0.032	No mitochondrial presequence	94(MPP)	0.085	78-82	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_214_cox2	0.013	No mitochondrial presequence	46(MPP)	0.174	14-18	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_215_cox2	0.243	No mitochondrial presequence	58(MPP)	0.172	5-9,19-23	1-12-high	21-26	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	
synMTS_3_216_cox2	0.001	No mitochondrial presequence	19(MPP)	-0.053		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_217_cox2	0.024	No mitochondrial presequence	7(MPP)	-0.286	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_218_cox2	0.005	No mitochondrial presequence	5(MPP)	-0.400	72-76	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_219_cox2	0.008	No mitochondrial presequence	73(MPP)	0.123		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_220_cox2	0.051	No mitochondrial presequence	91(MPP)	0.154	17-21,30-34,89-93	16-25-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
synMTS_3_221_cox2	0.007	No mitochondrial presequence	6(MPP)	0.000	43-47	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_222_cox2	0.014	No mitochondrial presequence	75(MPP)	0.120		6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_223_cox2	0.006	No mitochondrial presequence	12(MPP)	-0.083	27-31,30-34	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_224_cox2	0.000	No mitochondrial presequence	56(MPP)	0.161		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_225_cox2	0.026	No mitochondrial presequence	47(MPP)	0.191	8-12	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_226_cox2	0.023	No mitochondrial presequence	95(MPP)	0.095	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_227_cox2	0.017	No mitochondrial presequence	54(MPP)	0.204	29-33	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_228_cox2	0.003	No mitochondrial presequence	85(MPP)	0.118		13-22-low	-	-	-	-	-	-	-	-	-	17-22	-	-	-	-	
synMTS_3_229_cox2	0.010	No mitochondrial presequence	6(MPP)	-0.167	27-31	2-11-low	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_3_230_cox2	0.040	No mitochondrial presequence	88(MPP)	0.125	23-27,41-45,63-67,79-83	20-29-high	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
synMTS_3_231_cox2	0.006	No mitochondrial presequence	65(MPP), 73(Oct1)	0.046	61-65	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_232_cox2	0.003	No mitochondrial presequence	88(MPP)	0.102		7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_233_cox2	0.037	No mitochondrial presequence	48(MPP)	0.188		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_234_cox2	0.016	No mitochondrial presequence	72(MPP)	0.125	24-28	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_235_cox2	0.008	No mitochondrial presequence	48(MPP)	0.104		1-11-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_236_cox2	0.023	No mitochondrial presequence	31(MPP)	0.097	75-79,93-97	6-15-low	-	-	-	-	-	-	-	-	-	-	17-22	-	-	-	
synMTS_3_237_cox2	0.009	No mitochondrial presequence	88(MPP)	0.114		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_238_cox2	0.041	No mitochondrial presequence	94(MPP)	0.117	45-49,64-68	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_239_cox2	0.073	No mitochondrial presequence	22(MPP)	0.091	5-9	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_240_cox2	0.040	No mitochondrial presequence	76(MPP)	0.118		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_241_cox2	0.012	No mitochondrial presequence	60(MPP)	0.167	57-61	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_242_cox2	0.003	No mitochondrial presequence	8(MPP)	-0.250	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_243_cox2	0.037	No mitochondrial presequence	48(MPP)	0.229		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_244_cox2	0.074	No mitochondrial presequence	64(MPP)	0.172		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_245_cox2	0.025	No mitochondrial presequence	8(MPP)	0.125		15-25-low	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-	
synMTS_3_246_cox2	0.019	No mitochondrial presequence	73(MPP)	0.123		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_247_cox2	0.049	No mitochondrial presequence	15(MPP), 23(Oct1)	0.200		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_248_cox2	0.043	No mitochondrial presequence	79(MPP)	0.114	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_249_cox2	0.019	No mitochondrial presequence	35(MPP)	0.057	31-35,47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_250_cox2	0.046	No mitochondrial presequence	45(MPP)	0.200	10-14	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_251_cox2	0.008	No mitochondrial presequence	53(MPP)	0.170		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_252_cox2	0.010	No mitochondrial presequence	57(MPP)	0.123	22-26,33-37,55-59	7-18-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_253_cox2	0.076	No mitochondrial presequence	52(MPP)	0.192	49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_254_cox2	0.029	No mitochondrial presequence	51(MPP)	0.020	79-83,83-87	21-30-high	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-	-	
synMTS_3_255_cox2	0.015	No mitochondrial presequence	86(MPP)	0.105		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_256_cox2	0.017	No mitochondrial presequence	90(MPP)	0.100		19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_257_cox2	0.016	No mitochondrial presequence	78(MPP)	0.128	48-52	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_258_cox2	0.034	No mitochondrial presequence	67(MPP)	0.149	64-68	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_259_cox2	0.015	No mitochondrial presequence	24(MPP)	0.083	88-92	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_260_cox2	0.094	No mitochondrial presequence	20(MPP)	0.250	17-21,28-32,67-71	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	17-22	-	
synMTS_3_261_cox2	0.012	No mitochondrial presequence	83(MPP)	0.108	45-49	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_262_cox2	0.023	No mitochondrial presequence	38(MPP)	0.105	28-32,48-52	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_263_cox2	0.017	No mitochondrial presequence	83(MPP)	0.108	30-34	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_264_cox2	0.002	No mitochondrial presequence	90(MPP)	0.122	88-92	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_265_cox2	0.030	No mitochondrial presequence	55(MPP)	0.164		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_266_cox2	0.009	No mitochondrial presequence	90(MPP)	0.100	15-19	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_267_cox2	0.002	No mitochondrial presequence	66(MPP)	0.152	60-64	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_268_cox2	0.011	No mitochondrial presequence	88(MPP)	0.102	32-36,68-72	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_269_cox2	0.005	No mitochondrial presequence	93(MPP)	0.108	19-23	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_270_cox2	0.014	No mitochondrial presequence	30(MPP)	0.100	61-65	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_271_cox2	0.000	No mitochondrial presequence	37(MPP)	0.027	95-99	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_272_cox2	0.014	No mitochondrial presequence	58(MPP)	0.172	55-59	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_273_cox2	0.002	No mitochondrial presequence	34(MPP)	0.088	82-86	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_274_cox2	0.025	No mitochondrial presequence	79(MPP)	0.114	73-77,76-80	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_275_cox2	0.010	No mitochondrial presequence	64(MPP)	0.141	13-17	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_276_cox2	0.014	No mitochondrial presequence	68(MPP)	0.147	20-24	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_277_cox2	0.059	No mitochondrial presequence	89(MPP)	0.112	7-11	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_278_cox2	0.018	No mitochondrial presequence	58(MPP)	0.190	4-8	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_279_cox2	0.025	No mitochondrial presequence	71(MPP)	0.127		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_280_cox2	0.013	No mitochondrial presequence	81(MPP)	0.123	8-12	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_281_cox2	0.112	No mitochondrial presequence	43(MPP)	0.256	17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
synMTS_3_282_cox2	0.007	No mitochondrial presequence	91(MPP)	0.110		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_283_cox2	0.039	No mitochondrial presequence	74(MPP)	0.122	1-5,39-43,64-68	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_284_cox2	0.017	No mitochondrial presequence	6(MPP)	-0.167	15-19	7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_285_cox2	0.010	No mitochondrial presequence	57(MPP)	0.175		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_286_cox2	0.030	No mitochondrial presequence	23(MPP)	0.043	1-5	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_287_cox2	0.016	No mitochondrial presequence	23(MPP)	0.174		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_288_cox2	0.027	No mitochondrial presequence	59(MPP)	0.169	26-30,57-61	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_289_cox2	0.020	No mitochondrial presequence	58(MPP)	0.155	2-6,55-59	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_290_cox2	0.016	No mitochondrial presequence	26(MPP)	0.115	80-84	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_291_cox2	0.004	No mitochondrial presequence	80(MPP)	0.113		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_292_cox2	0.021	No mitochondrial presequence	14(MPP)	0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_293_cox2	0.215	No mitochondrial presequence	93(MPP)	0.108	8-12,12-16,91-95	8-17-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
synMTS_3_294_cox2	0.026	No mitochondrial presequence	13(MPP), 14(Icp55)	0.308	47-51	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_295_cox2	0.006	No mitochondrial presequence	37(MPP), 38(Icp55)	0.027	63-67,73-77	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_296_cox2	0.021	No mitochondrial presequence	95(MPP)	0.084	85-89	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_297_cox2	0.046	No mitochondrial presequence	95(MPP)	0.095	4-8,80-84	1-10-low	-	-	5-10	-	4-9	-	-	-	-	-	16-21	-	-	-	
synMTS_3_298_cox2	0.007	No mitochondrial presequence	19(MPP)	-0.158		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_299_cox2	0.078	No mitochondrial presequence	74(MPP)	0.135		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_300_cox2	0.042	No mitochondrial presequence	11(MPP)	0.000	84-88,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_301_cox2	0.042	No mitochondrial presequence	33(MPP)	0.152	56-60	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_302_cox2	0.057	No mitochondrial presequence	64(MPP)	0.156	1-5	15-24-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_303_cox2	0.002	No mitochondrial presequence	76(MPP)	0.145	74-78	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_304_cox2	0.014	No mitochondrial presequence	93(MPP)	0.108		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_305_cox2	0.011	No mitochondrial presequence	35(MPP), 36(Icp55)	0.029	78-82,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_306_cox2	0.026	No mitochondrial presequence	82(MPP)	0.134	42-46,73-77	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_307_cox2	0.028	No mitochondrial presequence	80(MPP)	0.138		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_308_cox2	0.009	No mitochondrial presequence	50(MPP)	0.200	30-34	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_309_cox2	0.032	No mitochondrial presequence	93(MPP)	0.097	57-61,71-75,76-80	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_310_cox2	0.001	No mitochondrial presequence	36(MPP)	0.222	22-26,96-100	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_311_cox2	0.076	No mitochondrial presequence	86(MPP)	0.116	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_312_cox2	0.066	No mitochondrial presequence	80(MPP)	0.113	32-36,68-72	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_313_cox2	0.033	No mitochondrial presequence	64(MPP)	0.141	61-65	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_314_cox2	0.001	No mitochondrial presequence	10(MPP)	-0.200	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_315_cox2	0.010	No mitochondrial presequence	90(MPP)	0.122	72-76,84-88,88-92	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_316_cox2	0.014	No mitochondrial presequence	43(MPP)	0.209	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_317_cox2	0.013	No mitochondrial presequence	95(MPP)	0.095	29-33,56-60,79-83	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_318_cox2	0.065	No mitochondrial presequence	16(MPP)	0.125	75-79	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_319_cox2	0.007	No mitochondrial presequence	68(MPP)	0.176	55-59,66-70	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_320_cox2	0.043	No mitochondrial presequence	65(MPP)	0.154	45-49,56-60	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_321_cox2	0.036	No mitochondrial presequence	39(MPP)	0.231		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_322_cox2	0.000	No mitochondrial presequence	4(MPP)	0.000	91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_323_cox2	0.013	No mitochondrial presequence	52(MPP)	0.192	39-43	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_324_cox2	0.006	No mitochondrial presequence	66(MPP)	0.136		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_325_cox2	0.041	No mitochondrial presequence	93(MPP)	0.097	51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_326_cox2	0.066	No mitochondrial presequence	74(MPP)	0.122		20-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
synMTS_3_327_cox2	0.062	No mitochondrial presequence	49(MPP)	0.163	3-7,7-11	16-25-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_328_cox2	0.014	No mitochondrial presequence	26(MPP)	0.154	46-50,68-72,79-83	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_329_cox2	0.008	No mitochondrial presequence	5(MPP)	-0.200	60-64	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_330_cox2	0.009	No mitochondrial presequence	6(MPP)	0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_331_cox2	0.040	No mitochondrial presequence	77(MPP)	0.104		3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_332_cox2	0.049	No mitochondrial presequence	82(MPP)	0.134	3-7,7-11,17-21,31-35,79-83	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_333_cox2	0.018	No mitochondrial presequence	59(MPP)	0.169		3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_334_cox2	0.026	No mitochondrial presequence	64(MPP)	0.156	54-58	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_335_cox2	0.013	No mitochondrial presequence	78(MPP)	0.115	1-5,11-15,29-33	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_336_cox2	0.004	No mitochondrial presequence	85(MPP)	0.106	30-34,58-62	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_337_cox2	0.002	No mitochondrial presequence	60(MPP)	0.183		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_338_cox2	0.024	No mitochondrial presequence	42(MPP)	0.238	1-5	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_339_cox2	0.001	No mitochondrial presequence	31(MPP)	0.097	58-62	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_340_cox2	0.031	No mitochondrial presequence	91(MPP)	0.099	50-54,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
synMTS_3_341_cox2	0.026	No mitochondrial presequence	61(MPP)	0.164	12-16	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_342_cox2	0.005	No mitochondrial presequence	50(MPP)	0.140	56-60,87-91	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_343_cox2	0.012	No mitochondrial presequence	75(MPP)	0.160	30-34	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_344_cox2	0.014	No mitochondrial presequence	71(MPP)	0.141	28-32,68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_345_cox2	0.155	No mitochondrial presequence	92(MPP)	0.109		17-28-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_3_346_cox2	0.035	No mitochondrial presequence	55(MPP)	0.164		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_347_cox2	0.156	No mitochondrial presequence	95(MPP)	0.095	3-7,21-25,39-43	2-11-high	-	-	-	-	21-26	-	6-11	-	-	-	-	-	-	-	
synMTS_3_348_cox2	0.020	No mitochondrial presequence	47(MPP)	0.191	4-8	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_349_cox2	0.012	No mitochondrial presequence	58(MPP)	0.155	52-56	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_350_cox2	0.002	No mitochondrial presequence	94(MPP)	0.096	31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_351_cox2	0.002	No mitochondrial presequence	70(MPP)	0.129	44-48	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_352_cox2	0.026	No mitochondrial presequence	75(MPP)	0.133	62-66,65-69	9-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_353_cox2	0.024	No mitochondrial presequence	93(MPP)	0.097		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_354_cox2	0.027	No mitochondrial presequence	52(MPP)	0.135	54-58,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_355_cox2	0.008	No mitochondrial presequence	90(MPP)	0.089		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_356_cox2	0.029	No mitochondrial presequence	17(MPP)	0.000	8-12,13-17,31-35,86-90	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_357_cox2	0.022	No mitochondrial presequence	95(MPP)	0.105	5-9,42-46	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_358_cox2	0.081	No mitochondrial presequence	41(MPP)	0.000	9-13	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_359_cox2	0.021	No mitochondrial presequence	71(MPP)	0.127	24-28,28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_360_cox2	0.004	No mitochondrial presequence	60(MPP)	0.167	58-62	5-14-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-	
synMTS_3_361_cox2	0.018	No mitochondrial presequence	70(MPP)	0.129	41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_362_cox2	0.016	No mitochondrial presequence	71(MPP)	0.127		11-20-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8	
synMTS_3_363_cox2	0.001	No mitochondrial presequence	46(MPP)	0.109		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_364_cox2	0.037	No mitochondrial presequence	24(MPP)	0.167		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_365_cox2	0.047	No mitochondrial presequence	50(MPP)	0.180	20-24,24-28,34-38	12-24-high	-	-	-	-	-	12-17	-	-	-	-	-	-	-	-	
synMTS_3_366_cox2	0.019	No mitochondrial presequence	9(MPP)	-0.111	3-7,95-99	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_367_cox2	0.022	No mitochondrial presequence	56(MPP)	0.161		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_368_cox2	0.051	No mitochondrial presequence	94(MPP)	0.117	5-9,16-20,88-92,92-96	5-20-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
synMTS_3_369_cox2	0.005	No mitochondrial presequence	93(MPP)	0.097	81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_370_cox2	0.013	No mitochondrial presequence	77(MPP)	0.143	51-55,65-69	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_371_cox2	0.023	No mitochondrial presequence	37(MPP)	0.189	14-18	6-18-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
synMTS_3_372_cox2	0.001	No mitochondrial presequence	45(MPP)	0.222		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_373_cox2	0.039	No mitochondrial presequence	92(MPP)	0.098	53-57,56-60	13-22-high	-	-	-	-	-	-	16-21	-	-	-	-	-	-	-	
synMTS_3_374_cox2	0.008	No mitochondrial presequence	93(MPP)	0.108		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_375_cox2	0.001	No mitochondrial presequence	85(MPP)	0.106	33-37,49-53	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_376_cox2	0.018	No mitochondrial presequence	15(MPP), 16(Icp55)	0.133		13-22-low	-	-	-	-	-	-	16-21	-	-	-	-	-	-	-	
synMTS_3_377_cox2	0.007	No mitochondrial presequence	91(MPP)	0.121	30-34,39-43,89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_378_cox2	0.079	No mitochondrial presequence	55(MPP)	0.182	12-16	11-20-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
synMTS_3_379_cox2	0.084	No mitochondrial presequence	88(MPP)	0.102	77-81	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_380_cox2	0.101	No mitochondrial presequence	66(MPP)	0.152		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
