<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_038_cox2	0.007	No mitochondrial presequence	51(MPP)	0.176		21-30-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
synMTS_3_039_cox2	0.038	No mitochondrial presequence	95(MPP)	0.095	15-19,92-96	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_040_cox2	0.026	No mitochondrial presequence	5(MPP)	-0.400	7-11,12-16,75-79,95-99	7-16-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
synMTS_3_041_cox2	0.007	No mitochondrial presequence	9(MPP)	-0.111		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_042_cox2	0.098	No mitochondrial presequence	52(MPP)	0.173		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_043_cox2	0.002	No mitochondrial presequence	95(MPP)	0.095		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_044_cox2	0.005	No mitochondrial presequence	6(MPP)	0.000	32-36	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_045_cox2	0.167	No mitochondrial presequence	73(MPP)	0.137	5-9,8-12,14-18	1-10-high	-	-	-	-	5-10	-	-	-	12-17	-	11-16	-	-	-	
synMTS_3_046_cox2	0.022	No mitochondrial presequence	90(MPP)	0.111	88-92	11-20-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	-	
synMTS_3_047_cox2	0.004	No mitochondrial presequence	56(MPP)	0.161	21-25,24-28,53-57	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_048_cox2	0.023	No mitochondrial presequence	81(MPP)	0.111	57-61	7-16-high	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_049_cox2	0.005	No mitochondrial presequence	80(MPP)	0.125	21-25,31-35	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_050_cox2	0.058	No mitochondrial presequence	53(MPP)	0.151		13-22-high	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-	
synMTS_3_051_cox2	0.018	No mitochondrial presequence	81(MPP)	0.123		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_052_cox2	0.025	No mitochondrial presequence	77(MPP)	0.130	30-34,49-53	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_053_cox2	0.001	No mitochondrial presequence	30(MPP)	-0.067	15-19,60-64	15-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_054_cox2	0.027	No mitochondrial presequence	16(MPP)	0.312		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_055_cox2	0.008	No mitochondrial presequence	94(MPP)	0.106	53-57,56-60,62-66	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_056_cox2	0.001	No mitochondrial presequence	89(MPP)	0.112		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_057_cox2	0.013	No mitochondrial presequence	54(MPP)	0.167	45-49,51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_058_cox2	0.029	No mitochondrial presequence	81(MPP)	0.111		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_059_cox2	0.015	No mitochondrial presequence	8(MPP)	0.375		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_060_cox2	0.005	No mitochondrial presequence	64(MPP)	0.156	43-47	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_061_cox2	0.001	No mitochondrial presequence	6(MPP)	-0.167	92-96	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_062_cox2	0.008	No mitochondrial presequence	48(MPP)	0.167		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_063_cox2	0.017	No mitochondrial presequence	25(MPP), 33(Oct1)	0.040	40-44,46-50,88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_064_cox2	0.002	No mitochondrial presequence	13(MPP), 14(Icp55)	0.154	31-35,47-51,71-75	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_065_cox2	0.002	No mitochondrial presequence	27(MPP)	0.148	4-8,23-27,70-74,73-77,78-82,88-92	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_066_cox2	0.016	No mitochondrial presequence	69(MPP)	0.145		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_067_cox2	0.046	No mitochondrial presequence	72(MPP)	0.125		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_068_cox2	0.023	No mitochondrial presequence	40(MPP)	0.250		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_069_cox2	0.070	No mitochondrial presequence	63(MPP)	0.143	14-18,28-32	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_070_cox2	0.081	No mitochondrial presequence	73(MPP)	0.123	7-11	6-15-high	-	-	-	-	7-12	-	-	10-15	-	-	-	-	-	-	
synMTS_3_071_cox2	0.016	No mitochondrial presequence	43(MPP)	0.209		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_072_cox2	0.016	No mitochondrial presequence	42(MPP)	0.238	39-43	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_073_cox2	0.031	No mitochondrial presequence	93(MPP), 94(Icp55)	0.086	40-44,87-91,90-94	1-10-high	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
synMTS_3_074_cox2	0.047	No mitochondrial presequence	69(MPP)	0.145	59-63,66-70	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_075_cox2	0.001	No mitochondrial presequence	74(MPP)	0.122	33-37	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_076_cox2	0.025	No mitochondrial presequence	72(MPP)	0.125	21-25,42-46	6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_077_cox2	0.025	No mitochondrial presequence	60(MPP)	0.150	27-31,45-49	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_078_cox2	0.005	No mitochondrial presequence	57(MPP)	0.158		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_079_cox2	0.017	No mitochondrial presequence	84(MPP)	0.131	6-10,27-31,36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
synMTS_3_080_cox2	0.043	No mitochondrial presequence	89(MPP)	0.112	50-54	4-13-high	-	-	-	-	-	3-8	-	-	-	2-7	-	-	-	-	
synMTS_3_081_cox2	0.018	No mitochondrial presequence	69(MPP)	0.130	31-35	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_082_cox2	0.168	No mitochondrial presequence	63(MPP)	0.222	32-36,55-59	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_083_cox2	0.009	No mitochondrial presequence	51(MPP)	0.176	20-24	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_084_cox2	0.039	No mitochondrial presequence	59(MPP)	0.153	29-33,37-41	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_085_cox2	0.014	No mitochondrial presequence	89(MPP)	0.101	69-73,94-98	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_086_cox2	0.032	No mitochondrial presequence	7(MPP)	0.571	71-75,79-83	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_087_cox2	0.029	No mitochondrial presequence	78(MPP)	0.115		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_088_cox2	0.031	No mitochondrial presequence	95(MPP)	0.095	40-44,43-47	1-12-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_089_cox2	0.002	No mitochondrial presequence	45(MPP)	-0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_090_cox2	0.022	No mitochondrial presequence	71(MPP)	0.155	25-29,60-64,69-73	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_091_cox2	0.024	No mitochondrial presequence	92(MPP)	0.087		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_092_cox2	0.030	No mitochondrial presequence	23(MPP)	0.174		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_093_cox2	0.068	No mitochondrial presequence	28(MPP), 29(Icp55)	0.071	52-56	11-20-high	-	-	-	-	-	-	16-21	-	-	15-20	-	-	-	-	
synMTS_3_094_cox2	0.003	No mitochondrial presequence	95(MPP)	0.105	8-12,16-20,63-67	8-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_095_cox2	0.005	No mitochondrial presequence	26(MPP)	0.231		13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_096_cox2	0.015	No mitochondrial presequence	8(MPP)	0.375	14-18,80-84	2-11-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
synMTS_3_097_cox2	0.038	No mitochondrial presequence	70(MPP)	0.143	41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_098_cox2	0.028	No mitochondrial presequence	25(MPP)	0.080	81-85	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_099_cox2	0.006	No mitochondrial presequence	85(MPP)	0.106	82-86	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_100_cox2	0.003	No mitochondrial presequence	22(MPP)	0.091	42-46,72-76,86-90	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_101_cox2	0.001	No mitochondrial presequence	95(MPP)	0.095	88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_102_cox2	0.005	No mitochondrial presequence	10(MPP)	0.100	24-28,43-47	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_103_cox2	0.174	No mitochondrial presequence	44(MPP)	0.250	2-6	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_104_cox2	0.032	No mitochondrial presequence	35(MPP)	0.057	81-85	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_105_cox2	0.005	No mitochondrial presequence	95(MPP)	0.095	65-69	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_106_cox2	0.102	No mitochondrial presequence	80(MPP)	0.125	17-21	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_107_cox2	0.074	No mitochondrial presequence	50(MPP)	0.140	25-29,56-60,81-85,94-98	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
synMTS_3_108_cox2	0.005	No mitochondrial presequence	45(MPP)	0.044	9-13,79-83	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_109_cox2	0.024	No mitochondrial presequence	63(MPP)	0.143		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_110_cox2	0.010	No mitochondrial presequence	95(MPP)	0.095		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_111_cox2	0.046	No mitochondrial presequence	77(MPP)	0.130	22-26	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_112_cox2	0.004	No mitochondrial presequence	91(MPP)	0.099	32-36,80-84	6-15-low	-	-	9-14	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_113_cox2	0.109	No mitochondrial presequence	66(MPP)	0.136	27-31	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_114_cox2	0.010	No mitochondrial presequence	13(MPP)	0.154	7-11,20-24,45-49,92-96	3-12-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_115_cox2	0.032	No mitochondrial presequence	78(MPP)	0.128	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_116_cox2	0.015	No mitochondrial presequence	77(MPP)	0.117	40-44,49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_117_cox2	0.007	No mitochondrial presequence	78(MPP)	0.128	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_118_cox2	0.002	No mitochondrial presequence	44(MPP)	0.023	77-81	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_119_cox2	0.014	No mitochondrial presequence	35(MPP)	0.114	1-5	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_120_cox2	0.063	No mitochondrial presequence	94(MPP)	0.106	65-69	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_121_cox2	0.008	No mitochondrial presequence	73(MPP)	0.123		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_122_cox2	0.039	No mitochondrial presequence	13(MPP)	0.077	49-53,52-56,63-67,80-84,91-95	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_123_cox2	0.013	No mitochondrial presequence	51(MPP)	0.078		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_124_cox2	0.015	No mitochondrial presequence	11(MPP)	-0.091	34-38,55-59,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_125_cox2	0.009	No mitochondrial presequence	91(MPP)	0.099		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_126_cox2	0.008	No mitochondrial presequence	93(MPP)	0.108	15-19,90-94	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_127_cox2	0.037	No mitochondrial presequence	92(MPP)	0.109	50-54	21-30-low	-	-	-	4-9	-	-	-	-	-	-	-	-	-	-	
synMTS_3_128_cox2	0.073	No mitochondrial presequence	67(MPP)	0.149	60-64	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_129_cox2	0.017	No mitochondrial presequence	47(MPP)	0.191	27-31,31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_130_cox2	0.078	No mitochondrial presequence	89(MPP)	0.101	17-21,50-54	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_131_cox2	0.012	No mitochondrial presequence	44(MPP)	0.227	25-29,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_132_cox2	0.079	No mitochondrial presequence	43(MPP)	0.256		20-29-high	-	-	-	-	-	-	-	-	-	-	7-12	-	-	-	
synMTS_3_133_cox2	0.003	No mitochondrial presequence	31(MPP)	0.129	72-76,91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_134_cox2	0.014	No mitochondrial presequence	46(MPP)	0.217	43-47	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_135_cox2	0.006	No mitochondrial presequence	10(MPP)	0.400	12-16,41-45	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_136_cox2	0.051	No mitochondrial presequence	51(MPP)	0.157	3-7,22-26,35-39	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_137_cox2	0.018	No mitochondrial presequence	53(MPP)	0.189	50-54	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_138_cox2	0.001	No mitochondrial presequence	5(MPP)	0.400	37-41,55-59,58-62	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_139_cox2	0.046	No mitochondrial presequence	71(MPP)	0.141	5-9,19-23	1-10-high	-	-	-	-	-	-	-	-	-	-	-	18-23	-	-	
synMTS_3_140_cox2	0.021	No mitochondrial presequence	60(MPP)	0.167	11-15	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_141_cox2	0.002	No mitochondrial presequence	6(MPP)	0.500		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_142_cox2	0.054	No mitochondrial presequence	72(MPP)	0.111	21-25,40-44	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	21-26	-	
synMTS_3_143_cox2	0.012	No mitochondrial presequence	38(MPP)	0.079	9-13,30-34,51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_144_cox2	0.028	No mitochondrial presequence	33(MPP)	0.152	7-11,30-34,53-57	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_145_cox2	0.007	No mitochondrial presequence	18(MPP)	0.000	24-28,43-47,92-96	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_146_cox2	0.018	No mitochondrial presequence	74(MPP)	0.122		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_147_cox2	0.022	No mitochondrial presequence	15(MPP)	0.333	44-48	8-19-low	-	22-27	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_148_cox2	0.075	No mitochondrial presequence	44(MPP)	0.227	17-21,28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_149_cox2	0.062	No mitochondrial presequence	64(MPP)	0.156	1-5,14-18,21-25	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_3_150_cox2	0.004	No mitochondrial presequence	39(MPP)	0.179		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_151_cox2	0.038	No mitochondrial presequence	93(MPP)	0.118		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_152_cox2	0.062	No mitochondrial presequence	44(MPP)	0.227	5-9	19-30-high	-	-	-	-	-	8-13	-	-	-	-	-	-	-	-	
synMTS_3_153_cox2	0.025	No mitochondrial presequence	59(MPP)	0.153	42-46,46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_154_cox2	0.017	No mitochondrial presequence	66(MPP)	0.152	5-9,35-39,44-48	1-10-high	-	-	-	-	-	-	-	-	3-8	-	-	-	-	-	
synMTS_3_155_cox2	0.091	No mitochondrial presequence	50(MPP)	0.220		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_156_cox2	0.002	No mitochondrial presequence	85(MPP)	0.118	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_157_cox2	0.008	No mitochondrial presequence	73(MPP)	0.123		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_158_cox2	0.023	No mitochondrial presequence	10(MPP)	0.000	88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_159_cox2	0.002	No mitochondrial presequence	12(MPP)	0.000	1-5,78-82	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_160_cox2	0.010	No mitochondrial presequence	78(MPP)	0.128	9-13,61-65	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_161_cox2	0.049	No mitochondrial presequence	84(MPP)	0.131	32-36,62-66	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_162_cox2	0.009	No mitochondrial presequence	88(MPP)	0.102	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_163_cox2	0.001	No mitochondrial presequence	36(MPP)	0.111	56-60	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_164_cox2	0.000	No mitochondrial presequence	61(MPP)	0.131	28-32,58-62	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_165_cox2	0.005	No mitochondrial presequence	39(MPP)	0.256		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_166_cox2	0.010	No mitochondrial presequence	6(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_167_cox2	0.025	No mitochondrial presequence	71(MPP)	0.141	13-17,28-32	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_168_cox2	0.029	No mitochondrial presequence	50(MPP)	0.100	21-25,64-68,90-94	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_169_cox2	0.045	No mitochondrial presequence	50(MPP)	0.180		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_170_cox2	0.015	No mitochondrial presequence	45(MPP)	0.200	42-46	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_171_cox2	0.031	No mitochondrial presequence	45(MPP)	0.200	2-6	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_172_cox2	0.000	No mitochondrial presequence	11(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_173_cox2	0.089	No mitochondrial presequence	78(MPP)	0.128	12-16,34-38,60-64	12-21-high	-	-	-	13-18	-	-	-	-	-	-	-	-	-	-	
synMTS_3_174_cox2	0.003	No mitochondrial presequence	75(MPP)	0.120	6-10,32-36	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_175_cox2	0.032	No mitochondrial presequence	36(MPP)	0.083	6-10,86-90,90-94	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_176_cox2	0.115	No mitochondrial presequence	75(MPP)	0.147		1-10-low	-	-	-	-	-	-	14-19	-	-	13-18	-	-	-	-	
synMTS_3_177_cox2	0.027	No mitochondrial presequence	48(MPP)	0.208	1-5,33-37	21-30-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_178_cox2	0.007	No mitochondrial presequence	66(MPP)	0.167	16-20,57-61	1-10-low	-	-	-	-	-	-	-	-	14-19	-	-	-	-	-	
synMTS_3_179_cox2	0.094	No mitochondrial presequence	8(MPP)	0.000	20-24,28-32	13-22-high	-	-	-	-	20-25	-	-	-	-	-	-	-	-	-	
synMTS_3_180_cox2	0.065	No mitochondrial presequence	26(MPP)	0.154	46-50	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_181_cox2	0.055	No mitochondrial presequence	67(MPP)	0.134	44-48,49-53,65-69	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_182_cox2	0.018	No mitochondrial presequence	47(MPP)	0.213		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_183_cox2	0.021	No mitochondrial presequence	8(MPP), 9(Icp55)	0.125	42-46	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_184_cox2	0.025	No mitochondrial presequence	43(MPP)	0.047	10-14	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_185_cox2	0.017	No mitochondrial presequence	8(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_186_cox2	0.091	No mitochondrial presequence	92(MPP)	0.120	72-76,90-94	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_187_cox2	0.011	No mitochondrial presequence	93(MPP)	0.108	66-70,69-73,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_188_cox2	0.028	No mitochondrial presequence	76(MPP)	0.118		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_189_cox2	0.182	No mitochondrial presequence	45(MPP)	0.200		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_190_cox2	0.021	No mitochondrial presequence	40(MPP)	0.250	2-6,38-42	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_191_cox2	0.049	No mitochondrial presequence	87(MPP)	0.126	64-68,81-85	2-11-low	-	-	-	-	-	20-25	-	-	-	19-24	-	-	-	-	
synMTS_3_192_cox2	0.015	No mitochondrial presequence	72(MPP)	0.139		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_193_cox2	0.071	No mitochondrial presequence	93(MPP)	0.097	83-87	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_194_cox2	0.080	No mitochondrial presequence	90(MPP)	0.100		8-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_195_cox2	0.013	No mitochondrial presequence	61(MPP)	0.148		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_196_cox2	0.007	No mitochondrial presequence	15(MPP)	-0.067	44-48,63-67,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_197_cox2	0.046	No mitochondrial presequence	57(MPP)	0.158	17-21,28-32,54-58	16-28-high	-	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	
synMTS_3_198_cox2	0.006	No mitochondrial presequence	90(MPP)	0.111	45-49,88-92	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_199_cox2	0.044	No mitochondrial presequence	88(MPP)	0.102	15-19,51-55,85-89	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_200_cox2	0.025	No mitochondrial presequence	70(MPP)	0.143		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_001_cox2	0.056	No mitochondrial presequence	88(MPP)	0.239	22-26,40-44,57-61,60-64,96-100	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_002_cox2	0.159	No mitochondrial presequence	74(MPP)	0.257	3-7,35-39,52-56,56-60,66-70	3-12-high	-	-	4-9	-	3-8	-	-	-	-	-	-	-	-	-	
synMTS_4_003_cox2	0.104	No mitochondrial presequence	94(MPP)	0.213	4-8,8-12,38-42,59-63,70-74,84-88	1-10-high	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
synMTS_4_004_cox2	0.105	No mitochondrial presequence	7(MPP)	0.143	4-8,37-41,58-62,71-75,74-78,89-93	17-26-high	-	-	-	-	-	19-24	-	-	-	-	-	-	-	18-23	
synMTS_4_005_cox2	0.108	No mitochondrial presequence	94(MPP)	0.245	1-5,8-12,17-21,29-33,46-50,66-70,70-74,88-92,91-95	5-14-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_4_006_cox2	0.225	No mitochondrial presequence	45(MPP)	0.244	19-23,38-42,64-68,81-85	16-25-high	-	14-19	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_007_cox2	0.121	No mitochondrial presequence	26(MPP)	0.231	3-7,32-36,53-57,57-61,79-83	7-16-high	-	22-27	24-29	-	-	-	7-12	-	-	6-11	-	-	-	-	
