<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_082_atp8	0.163	No mitochondrial presequence	63(MPP)	0.222	32-36,55-59	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_083_atp8	0.017	No mitochondrial presequence	51(MPP)	0.176	20-24,87-91,92-96	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_084_atp8	0.072	No mitochondrial presequence	90(MPP)	0.111	29-33,37-41,87-91,92-96	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_085_atp8	0.017	No mitochondrial presequence	89(MPP)	0.101	69-73,94-98	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_086_atp8	0.035	No mitochondrial presequence	7(MPP)	0.571	71-75,79-83	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_087_atp8	0.023	No mitochondrial presequence	71(MPP)	0.127		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_088_atp8	0.035	No mitochondrial presequence	95(MPP)	0.095	40-44,43-47	1-12-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_089_atp8	0.003	No mitochondrial presequence	45(MPP)	-0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_090_atp8	0.022	No mitochondrial presequence	71(MPP)	0.155	25-29,60-64	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_091_atp8	0.020	No mitochondrial presequence	84(MPP)	0.095		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_092_atp8	0.034	No mitochondrial presequence	23(MPP)	0.174		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_093_atp8	0.074	No mitochondrial presequence	28(MPP), 29(Icp55)	0.071	52-56	11-20-high	-	-	-	-	-	-	16-21	-	-	15-20	-	-	-	-	
synMTS_3_094_atp8	0.003	No mitochondrial presequence	95(MPP)	0.105	8-12,16-20,63-67	8-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_095_atp8	0.006	No mitochondrial presequence	26(MPP)	0.231		13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_096_atp8	0.016	No mitochondrial presequence	8(MPP)	0.375	14-18,80-84	2-11-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
synMTS_3_097_atp8	0.035	No mitochondrial presequence	70(MPP)	0.143	41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_098_atp8	0.028	No mitochondrial presequence	25(MPP)	0.080	81-85	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_099_atp8	0.005	No mitochondrial presequence	85(MPP)	0.106	82-86	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_100_atp8	0.004	No mitochondrial presequence	22(MPP)	0.091	42-46,72-76,86-90	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_101_atp8	0.001	No mitochondrial presequence	95(MPP)	0.095	88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_102_atp8	0.006	No mitochondrial presequence	10(MPP)	0.100	24-28,43-47	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_103_atp8	0.205	No mitochondrial presequence	44(MPP)	0.250	2-6,80-84,85-89	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_104_atp8	0.033	No mitochondrial presequence	35(MPP)	0.057	81-85	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_105_atp8	0.006	No mitochondrial presequence	95(MPP)	0.095	65-69	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_106_atp8	0.095	No mitochondrial presequence	80(MPP)	0.125	17-21	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_107_atp8	0.078	No mitochondrial presequence	50(MPP)	0.140	25-29,56-60,81-85,94-98	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
synMTS_3_108_atp8	0.006	No mitochondrial presequence	45(MPP)	0.044	9-13,79-83	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_109_atp8	0.024	No mitochondrial presequence	63(MPP)	0.143		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_110_atp8	0.009	No mitochondrial presequence	95(MPP)	0.095		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_111_atp8	0.038	No mitochondrial presequence	77(MPP)	0.130	22-26	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_112_atp8	0.005	No mitochondrial presequence	91(MPP)	0.099	32-36,80-84	6-15-low	-	-	9-14	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_113_atp8	0.107	No mitochondrial presequence	66(MPP)	0.136	27-31	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_114_atp8	0.011	No mitochondrial presequence	13(MPP)	0.154	7-11,20-24,45-49,92-96	3-12-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_115_atp8	0.031	No mitochondrial presequence	71(MPP)	0.141	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_116_atp8	0.015	No mitochondrial presequence	77(MPP)	0.117	40-44,49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_117_atp8	0.006	No mitochondrial presequence	78(MPP)	0.128	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_118_atp8	0.002	No mitochondrial presequence	44(MPP)	0.023	77-81	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_119_atp8	0.015	No mitochondrial presequence	35(MPP)	0.114	1-5	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_120_atp8	0.067	No mitochondrial presequence	94(MPP)	0.106	65-69	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_121_atp8	0.007	No mitochondrial presequence	66(MPP)	0.136		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_122_atp8	0.043	No mitochondrial presequence	13(MPP)	0.077	49-53,52-56,63-67,80-84,91-95	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_123_atp8	0.015	No mitochondrial presequence	51(MPP)	0.078		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_124_atp8	0.018	No mitochondrial presequence	11(MPP)	-0.091	34-38,55-59,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_125_atp8	0.010	No mitochondrial presequence	91(MPP)	0.099		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_126_atp8	0.010	No mitochondrial presequence	93(MPP)	0.108	15-19,90-94	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_127_atp8	0.039	No mitochondrial presequence	92(MPP)	0.109	50-54	21-30-low	-	-	-	4-9	-	-	-	-	-	-	-	-	-	-	
synMTS_3_128_atp8	0.065	No mitochondrial presequence	67(MPP)	0.149	60-64	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_129_atp8	0.028	No mitochondrial presequence	47(MPP)	0.191	27-31,31-35,83-87,88-92	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_130_atp8	0.087	No mitochondrial presequence	89(MPP)	0.101	17-21,50-54	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_131_atp8	0.020	No mitochondrial presequence	82(MPP)	0.134	25-29,31-35,79-83,84-88	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_132_atp8	0.103	No mitochondrial presequence	82(MPP)	0.146	79-83,84-88	20-29-high	-	-	-	-	-	-	-	-	-	-	7-12	-	-	-	
synMTS_3_133_atp8	0.004	No mitochondrial presequence	31(MPP)	0.129	72-76,91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_134_atp8	0.036	No mitochondrial presequence	46(MPP)	0.217	43-47,81-85,86-90	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_135_atp8	0.007	No mitochondrial presequence	10(MPP)	0.400	12-16,41-45	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_136_atp8	0.091	No mitochondrial presequence	90(MPP)	0.100	3-7,22-26,35-39,87-91,92-96	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_137_atp8	0.033	No mitochondrial presequence	53(MPP)	0.189	50-54,88-92,93-97	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_138_atp8	0.001	No mitochondrial presequence	5(MPP)	0.400	37-41,55-59,58-62	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_139_atp8	0.052	No mitochondrial presequence	71(MPP)	0.141	5-9,19-23	1-10-high	-	-	-	-	-	-	-	-	-	-	-	18-23	-	-	
synMTS_3_140_atp8	0.035	No mitochondrial presequence	91(MPP)	0.121	11-15,88-92,93-97	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_141_atp8	0.003	No mitochondrial presequence	6(MPP)	0.500		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_142_atp8	0.050	No mitochondrial presequence	64(MPP)	0.125	21-25,40-44	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	21-26	-	
synMTS_3_143_atp8	0.014	No mitochondrial presequence	38(MPP)	0.079	9-13,30-34,51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_144_atp8	0.029	No mitochondrial presequence	33(MPP)	0.152	7-11,30-34,53-57	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_145_atp8	0.007	No mitochondrial presequence	18(MPP)	0.000	24-28,43-47,92-96	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_146_atp8	0.016	No mitochondrial presequence	67(MPP)	0.134		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_147_atp8	0.025	No mitochondrial presequence	15(MPP)	0.333	44-48	8-19-low	-	22-27	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_148_atp8	0.097	No mitochondrial presequence	44(MPP)	0.227	17-21,28-32,80-84,85-89	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_149_atp8	0.074	No mitochondrial presequence	95(MPP)	0.116	1-5,14-18,21-25,92-96	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_3_150_atp8	0.004	No mitochondrial presequence	39(MPP)	0.179		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_151_atp8	0.042	No mitochondrial presequence	93(MPP)	0.118		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_152_atp8	0.088	No mitochondrial presequence	44(MPP)	0.227	5-9,79-83,84-88	19-30-high	-	-	-	-	-	8-13	-	-	-	-	-	-	-	-	
synMTS_3_153_atp8	0.027	No mitochondrial presequence	59(MPP)	0.153	42-46,46-50,95-99	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_154_atp8	0.021	No mitochondrial presequence	59(MPP)	0.169	5-9,35-39,44-48,94-98	1-10-high	-	-	-	-	-	-	-	-	3-8	-	-	-	-	-	
synMTS_3_155_atp8	0.160	No mitochondrial presequence	81(MPP)	0.148	78-82,83-87	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_156_atp8	0.002	No mitochondrial presequence	85(MPP)	0.118	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_157_atp8	0.008	No mitochondrial presequence	73(MPP)	0.123		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_158_atp8	0.025	No mitochondrial presequence	10(MPP)	0.000	88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_159_atp8	0.003	No mitochondrial presequence	12(MPP)	0.000	1-5,78-82	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_160_atp8	0.011	No mitochondrial presequence	71(MPP)	0.141	9-13,61-65	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_161_atp8	0.047	No mitochondrial presequence	84(MPP)	0.131	32-36,62-66	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_162_atp8	0.010	No mitochondrial presequence	88(MPP)	0.102	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_163_atp8	0.001	No mitochondrial presequence	36(MPP)	0.111	56-60	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_164_atp8	0.000	No mitochondrial presequence	61(MPP)	0.131	28-32,58-62	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_165_atp8	0.009	No mitochondrial presequence	39(MPP)	0.256	75-79,80-84	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_166_atp8	0.011	No mitochondrial presequence	6(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_167_atp8	0.025	No mitochondrial presequence	71(MPP)	0.141	13-17,28-32	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_168_atp8	0.032	No mitochondrial presequence	50(MPP)	0.100	21-25,64-68,90-94	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_169_atp8	0.072	No mitochondrial presequence	50(MPP)	0.180	86-90,91-95	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_170_atp8	0.025	No mitochondrial presequence	45(MPP)	0.200	42-46,81-85,86-90	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_171_atp8	0.049	No mitochondrial presequence	45(MPP)	0.200	2-6,81-85,86-90	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_172_atp8	0.001	No mitochondrial presequence	11(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_173_atp8	0.080	No mitochondrial presequence	78(MPP)	0.128	12-16,34-38,60-64	12-21-high	-	-	-	13-18	-	-	-	-	-	-	-	-	-	-	
synMTS_3_174_atp8	0.004	No mitochondrial presequence	75(MPP)	0.120	6-10,32-36	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_175_atp8	0.036	No mitochondrial presequence	36(MPP)	0.083	6-10,86-90,90-94	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_176_atp8	0.081	No mitochondrial presequence	67(MPP)	0.164		1-10-low	-	-	-	-	-	-	14-19	-	-	13-18	-	-	-	-	
synMTS_3_177_atp8	0.052	No mitochondrial presequence	48(MPP)	0.208	1-5,33-37,84-88,89-93	21-30-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_178_atp8	0.008	No mitochondrial presequence	59(MPP)	0.186	16-20,94-98	1-10-low	-	-	-	-	-	-	-	-	14-19	-	-	-	-	-	
synMTS_3_179_atp8	0.096	No mitochondrial presequence	8(MPP)	0.000	20-24,28-32	13-22-high	-	-	-	-	20-25	-	-	-	-	-	-	-	-	-	
synMTS_3_180_atp8	0.069	No mitochondrial presequence	26(MPP)	0.154	46-50	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_181_atp8	0.057	No mitochondrial presequence	67(MPP)	0.134	44-48,49-53	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_182_atp8	0.028	No mitochondrial presequence	78(MPP)	0.141	75-79,80-84	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_183_atp8	0.022	No mitochondrial presequence	8(MPP), 9(Icp55)	0.125	42-46	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_184_atp8	0.028	No mitochondrial presequence	43(MPP)	0.047	10-14	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_185_atp8	0.017	No mitochondrial presequence	8(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_186_atp8	0.119	No mitochondrial presequence	92(MPP)	0.120	72-76	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_187_atp8	0.012	No mitochondrial presequence	93(MPP)	0.108	66-70,69-73,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_188_atp8	0.028	No mitochondrial presequence	69(MPP)	0.130		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_189_atp8	0.259	No mitochondrial presequence	45(MPP)	0.200	81-85,86-90	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_190_atp8	0.031	No mitochondrial presequence	40(MPP)	0.250	2-6,38-42,76-80,81-85	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_191_atp8	0.047	No mitochondrial presequence	87(MPP)	0.126	64-68,81-85	2-11-low	-	-	-	-	-	20-25	-	-	-	19-24	-	-	-	-	
synMTS_3_192_atp8	0.013	No mitochondrial presequence	72(MPP)	0.139		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_193_atp8	0.070	No mitochondrial presequence	86(MPP)	0.105	83-87	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_194_atp8	0.094	No mitochondrial presequence	90(MPP)	0.100		8-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_195_atp8	0.015	No mitochondrial presequence	61(MPP)	0.148	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_196_atp8	0.007	No mitochondrial presequence	15(MPP)	-0.067	44-48,63-67,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_197_atp8	0.057	No mitochondrial presequence	57(MPP)	0.158	17-21,28-32,54-58,93-97	16-28-high	-	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	
synMTS_3_198_atp8	0.007	No mitochondrial presequence	90(MPP)	0.111	45-49	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_199_atp8	0.045	No mitochondrial presequence	88(MPP)	0.102	15-19,51-55,85-89	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_200_atp8	0.023	No mitochondrial presequence	63(MPP)	0.159		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_001_atp8	0.072	No mitochondrial presequence	88(MPP)	0.239	22-26,40-44,57-61,60-64,96-100	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_002_atp8	0.158	No mitochondrial presequence	74(MPP)	0.257	3-7,35-39,52-56,56-60,66-70	3-12-high	-	-	4-9	-	3-8	-	-	-	-	-	-	-	-	-	
synMTS_4_003_atp8	0.094	No mitochondrial presequence	87(MPP)	0.230	4-8,8-12,38-42,59-63,70-74,84-88	1-10-high	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
synMTS_4_004_atp8	0.118	No mitochondrial presequence	7(MPP)	0.143	4-8,37-41,58-62,71-75,74-78,89-93	17-26-high	-	-	-	-	-	19-24	-	-	-	-	-	-	-	18-23	
synMTS_4_005_atp8	0.118	No mitochondrial presequence	94(MPP)	0.245	1-5,8-12,17-21,29-33,46-50,66-70,70-74,88-92,91-95	5-14-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_4_006_atp8	0.247	No mitochondrial presequence	45(MPP)	0.244	19-23,38-42,64-68,81-85	16-25-high	-	14-19	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_007_atp8	0.124	No mitochondrial presequence	26(MPP)	0.231	3-7,32-36,53-57,57-61,79-83	7-16-high	-	22-27	24-29	-	-	-	7-12	-	-	6-11	-	-	-	-	
synMTS_4_008_atp8	0.097	No mitochondrial presequence	31(MPP)	0.226	16-20,80-84,85-89	18-27-high	-	-	-	-	-	-	20-25	-	-	19-24	-	-	-	-	
synMTS_4_009_atp8	0.092	No mitochondrial presequence	47(MPP)	0.234	14-18,41-45,82-86,87-91	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_010_atp8	0.057	No mitochondrial presequence	60(MPP)	0.250	57-61,95-99	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_011_atp8	0.057	No mitochondrial presequence	71(MPP)	0.225	23-27	19-30-high	-	-	24-29	-	23-28	-	-	-	-	-	-	-	-	-	
synMTS_4_012_atp8	0.034	No mitochondrial presequence	52(MPP)	0.231	24-28,37-41,53-57,72-76,79-83,83-87,91-95	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_013_atp8	0.053	No mitochondrial presequence	28(MPP)	0.214	3-7,29-33,32-36,79-83,84-88,87-91,91-95,96-100	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_014_atp8	0.099	No mitochondrial presequence	73(MPP)	0.233	8-12,11-15,14-18,27-31,32-36,37-41	11-20-high	-	-	15-20	-	8-13,11-16,14-19	-	-	-	-	-	-	-	-	-	
synMTS_4_015_atp8	0.165	No mitochondrial presequence	91(MPP)	0.154	39-43,42-46,88-92,93-97	16-25-high	-	-	-	-	-	11-16	-	-	-	-	-	-	-	10-15	
synMTS_4_016_atp8	0.107	No mitochondrial presequence	74(MPP)	0.243	41-45,71-75	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_017_atp8	0.063	No mitochondrial presequence	85(MPP)	0.235	11-15,30-34,41-45,44-48,47-51	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_018_atp8	0.254	No mitochondrial presequence	55(MPP)	0.236	13-17,52-56,90-94,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_019_atp8	0.093	No mitochondrial presequence	27(MPP)	0.222	53-57,82-86,87-91,90-94	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_020_atp8	0.082	No mitochondrial presequence	48(MPP)	0.229	17-21,21-25,25-29,84-88,89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_021_atp8	0.102	No mitochondrial presequence	90(MPP)	0.244	3-7,22-26,25-29,44-48,49-53,88-92	2-11-high	-	-	-	-	3-8	-	-	6-11	-	-	-	-	-	-	
synMTS_4_022_atp8	0.096	No mitochondrial presequence	36(MPP)	0.250	10-14,14-18,29-33,33-37	10-19-high	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
synMTS_4_023_atp8	0.032	No mitochondrial presequence	29(MPP)	0.241	26-30,62-66,85-89	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_024_atp8	0.293	No mitochondrial presequence	49(MPP)	0.204	29-33,84-88,89-93	6-15-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	-	
synMTS_4_025_atp8	0.057	No mitochondrial presequence	61(MPP)	0.230	22-26,34-38,47-51,51-55,96-100	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_026_atp8	0.138	No mitochondrial presequence	62(MPP)	0.226	9-13,55-59,59-63	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_027_atp8	0.048	No mitochondrial presequence	85(MPP)	0.224	40-44,49-53	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_028_atp8	0.114	No mitochondrial presequence	40(MPP), 41(Icp55)	0.225	47-51,80-84	8-17-high	-	-	18-23	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_029_atp8	0.091	No mitochondrial presequence	89(MPP)	0.225	4-8,16-20,33-37,45-49,54-58,58-62,63-67,66-70	13-22-high	-	-	-	-	-	-	-	20-25	-	19-24	-	-	-	-	
synMTS_4_030_atp8	0.242	No mitochondrial presequence	32(MPP), 33(Icp55)	0.219	18-22,22-26,45-49,60-64,78-82	17-26-high	-	-	-	-	22-27	-	-	-	-	-	-	-	-	-	
synMTS_4_031_atp8	0.290	No mitochondrial presequence	63(MPP)	0.238	60-64	18-27-high	-	22-27	-	-	-	20-25	-	-	-	-	-	-	-	19-24	
synMTS_4_032_atp8	0.061	No mitochondrial presequence	67(MPP)	0.224	52-56,67-71	13-22-high	-	-	24-29	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_033_atp8	0.137	No mitochondrial presequence	86(MPP)	0.233	11-15,21-25	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_034_atp8	0.087	No mitochondrial presequence	87(MPP)	0.241	2-6,52-56,75-79	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_035_atp8	0.129	No mitochondrial presequence	34(MPP)	0.265	88-92,91-95	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_036_atp8	0.116	No mitochondrial presequence	65(MPP)	0.246	13-17,39-43	10-19-high	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_037_atp8	0.179	No mitochondrial presequence	63(MPP)	0.222	16-20,29-33,43-47,51-55	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_038_atp8	0.089	No mitochondrial presequence	73(MPP)	0.247	67-71	21-30-high	-	21-26	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_4_039_atp8	0.139	No mitochondrial presequence	48(MPP)	0.229	1-5,7-11,23-27,83-87,88-92	21-30-high	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
synMTS_4_040_atp8	0.082	No mitochondrial presequence	88(MPP)	0.216	13-17,21-25,30-34,35-39,72-76,81-85,85-89	9-18-high	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
synMTS_4_041_atp8	0.222	No mitochondrial presequence	94(MPP)	0.255	55-59,91-95	11-21-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
synMTS_4_042_atp8	0.067	No mitochondrial presequence	73(MPP)	0.247	34-38,57-61	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_043_atp8	0.070	No mitochondrial presequence	86(MPP)	0.233	15-19	1-10-high	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
synMTS_4_044_atp8	0.009	No mitochondrial presequence	68(MPP)	0.221		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
