<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_006_mmf1	0.036	No mitochondrial presequence	66(MPP)	0.076	89-93	12-21-low	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
synMTS_3_007_mmf1	0.156	No mitochondrial presequence	61(MPP)	0.164	24-28	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_008_mmf1	0.076	No mitochondrial presequence	27(MPP)	0.148	21-25	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_009_mmf1	0.276	No mitochondrial presequence	66(MPP)	0.212	1-5,18-22,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_010_mmf1	0.242	No mitochondrial presequence	60(MPP)	0.217	1-5	20-29-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_011_mmf1	0.028	No mitochondrial presequence	45(MPP)	0.244		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_012_mmf1	0.006	No mitochondrial presequence	18(MPP)	0.000		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_013_mmf1	0.125	No mitochondrial presequence	57(MPP), 58(Icp55)	0.175		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_014_mmf1	0.066	No mitochondrial presequence	95(MPP)	0.147		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_015_mmf1	0.010	No mitochondrial presequence	64(MPP)	0.219		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_016_mmf1	0.125	No mitochondrial presequence	42(MPP)	0.095	69-73	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_017_mmf1	0.065	No mitochondrial presequence	48(MPP)	0.104	56-60,88-92,91-95	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_018_mmf1	0.077	No mitochondrial presequence	68(MPP)	0.191	32-36,35-39,39-43	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_019_mmf1	0.058	No mitochondrial presequence	32(MPP)	0.062		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_020_mmf1	0.032	No mitochondrial presequence	68(MPP)	0.206	23-27,49-53	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_021_mmf1	0.030	No mitochondrial presequence	47(MPP)	0.085	61-65,84-88	1-10-high	-	-	-	-	-	-	-	-	-	-	10-15	-	-	-	
synMTS_3_022_mmf1	0.118	No mitochondrial presequence	70(MPP)	0.186	1-5,50-54	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_023_mmf1	0.012	No mitochondrial presequence	33(MPP), 34(Icp55)	-0.061	30-34,56-60	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_024_mmf1	0.106	No mitochondrial presequence	61(MPP)	0.213		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_025_mmf1	0.046	No mitochondrial presequence	66(MPP)	0.197		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_026_mmf1	0.006	No mitochondrial presequence	43(MPP)	0.233		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_027_mmf1	0.045	No mitochondrial presequence	73(MPP)	0.096	20-24,32-36	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_028_mmf1	0.203	No mitochondrial presequence	12(MPP)	0.083	9-13	6-15-high	-	-	-	-	-	-	-	-	-	-	-	8-13	9-14	-	
synMTS_3_029_mmf1	0.021	No mitochondrial presequence	12(MPP)	-0.167	19-23,40-44,92-96	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_030_mmf1	0.020	No mitochondrial presequence	20(MPP)	0.050	58-62,80-84	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_031_mmf1	0.046	No mitochondrial presequence	35(MPP)	0.114	16-20,27-31	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_032_mmf1	0.612	Possessing mitochondrial presequence	51(MPP)	0.216		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_033_mmf1	0.065	No mitochondrial presequence	62(MPP)	0.210	14-18,41-45	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_034_mmf1	0.131	No mitochondrial presequence	62(MPP)	0.226	35-39,41-45	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_035_mmf1	0.035	No mitochondrial presequence	84(MPP)	0.155	22-26,64-68	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_036_mmf1	0.064	No mitochondrial presequence	31(MPP)	0.097	12-16	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_037_mmf1	0.029	No mitochondrial presequence	25(MPP)	0.160	23-27,92-96	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_038_mmf1	0.022	No mitochondrial presequence	69(MPP)	0.188		21-30-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
synMTS_3_039_mmf1	0.069	No mitochondrial presequence	81(MPP)	0.136	15-19,92-96	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_040_mmf1	0.070	No mitochondrial presequence	77(MPP)	0.104	7-11,12-16,75-79,95-99	7-16-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
synMTS_3_041_mmf1	0.017	No mitochondrial presequence	40(MPP)	-0.025		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_042_mmf1	0.508	Possessing mitochondrial presequence	26(MPP)	0.269		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_043_mmf1	0.011	No mitochondrial presequence	14(MPP)	0.143		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_044_mmf1	0.027	No mitochondrial presequence	10(MPP)	0.200	32-36	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_045_mmf1	0.397	Possessing mitochondrial presequence	25(MPP)	0.280	5-9,8-12,14-18	1-10-high	-	-	-	-	5-10	-	-	-	12-17	-	11-16	-	-	-	
synMTS_3_046_mmf1	0.201	No mitochondrial presequence	30(MPP)	0.167	88-92	11-20-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	-	
synMTS_3_047_mmf1	0.010	No mitochondrial presequence	73(MPP)	0.178	21-25,24-28,53-57	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_048_mmf1	0.045	No mitochondrial presequence	12(MPP)	0.250	57-61	7-16-high	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_049_mmf1	0.011	No mitochondrial presequence	34(MPP)	0.029	21-25,31-35	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_050_mmf1	0.161	No mitochondrial presequence	16(MPP)	0.188		13-22-high	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-	
synMTS_3_051_mmf1	0.023	No mitochondrial presequence	39(MPP)	0.026		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_052_mmf1	0.076	No mitochondrial presequence	39(MPP)	0.103	30-34,49-53	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_053_mmf1	0.003	No mitochondrial presequence	62(MPP), 63(Icp55)	0.097	15-19,60-64	15-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_054_mmf1	0.127	No mitochondrial presequence	61(MPP)	0.082		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_055_mmf1	0.033	No mitochondrial presequence	12(MPP)	0.083	53-57,56-60,62-66	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_056_mmf1	0.001	No mitochondrial presequence	89(MPP)	0.112		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_057_mmf1	0.028	No mitochondrial presequence	71(MPP)	0.183	45-49,51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_058_mmf1	0.047	No mitochondrial presequence	65(MPP), 66(Icp55)	0.138		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_059_mmf1	0.024	No mitochondrial presequence	8(MPP)	0.375		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_060_mmf1	0.015	No mitochondrial presequence	74(MPP)	0.189	43-47	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_061_mmf1	0.001	No mitochondrial presequence	39(MPP)	0.128	92-96	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_062_mmf1	0.048	No mitochondrial presequence	6(MPP)	0.333		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_063_mmf1	0.049	No mitochondrial presequence	43(MPP), 44(Icp55)	0.093	40-44,46-50,88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_064_mmf1	0.012	No mitochondrial presequence	50(MPP)	0.120	31-35,47-51,71-75	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_065_mmf1	0.043	No mitochondrial presequence	45(MPP)	0.067	4-8,23-27,70-74,73-77,78-82,88-92	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_066_mmf1	0.028	No mitochondrial presequence	14(MPP)	0.214		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_067_mmf1	0.066	No mitochondrial presequence	18(MPP)	0.278		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_068_mmf1	0.045	No mitochondrial presequence	58(MPP)	0.241		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_069_mmf1	0.114	No mitochondrial presequence	81(MPP)	0.160	14-18,28-32	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_070_mmf1	0.153	No mitochondrial presequence	83(MPP)	0.157	7-11	6-15-high	-	-	-	-	7-12	-	-	10-15	-	-	-	-	-	-	
synMTS_3_071_mmf1	0.061	No mitochondrial presequence	60(MPP)	0.217		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_072_mmf1	0.060	No mitochondrial presequence	60(MPP)	0.233	39-43	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_073_mmf1	0.085	No mitochondrial presequence	60(MPP)	0.100	40-44,87-91,90-94	1-10-high	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
synMTS_3_074_mmf1	0.214	No mitochondrial presequence	62(MPP)	0.145	59-63,66-70	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_075_mmf1	0.003	No mitochondrial presequence	92(MPP)	0.141	33-37	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_076_mmf1	0.102	No mitochondrial presequence	12(MPP)	0.333	21-25,42-46	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_077_mmf1	0.182	No mitochondrial presequence	77(MPP)	0.169	27-31,45-49	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_078_mmf1	0.022	No mitochondrial presequence	39(MPP)	0.154		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_079_mmf1	0.031	No mitochondrial presequence	24(MPP)	0.125	6-10,27-31,36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
synMTS_3_080_mmf1	0.119	No mitochondrial presequence	14(MPP)	0.214	50-54	4-13-high	-	-	-	-	-	3-8	-	-	-	2-7	-	-	-	-	
synMTS_3_081_mmf1	0.146	No mitochondrial presequence	15(MPP)	0.133	31-35	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_082_mmf1	0.777	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.179	32-36,55-59	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_083_mmf1	0.012	No mitochondrial presequence	22(MPP)	0.091	20-24	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_084_mmf1	0.099	No mitochondrial presequence	69(MPP)	0.188	29-33,37-41	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_085_mmf1	0.142	No mitochondrial presequence	28(MPP)	0.107	69-73,94-98	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_086_mmf1	0.232	No mitochondrial presequence	7(MPP)	0.571	71-75,79-83	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_087_mmf1	0.138	No mitochondrial presequence	10(MPP)	0.300		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_088_mmf1	0.150	No mitochondrial presequence	14(MPP)	0.143	40-44,43-47	1-12-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_089_mmf1	0.006	No mitochondrial presequence	53(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_090_mmf1	0.032	No mitochondrial presequence	88(MPP)	0.170	25-29,60-64,69-73	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_091_mmf1	0.261	No mitochondrial presequence	28(MPP)	0.179		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_092_mmf1	0.154	No mitochondrial presequence	53(MPP)	0.075		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_093_mmf1	0.435	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.071	52-56	11-20-high	-	-	-	-	-	-	16-21	-	-	15-20	-	-	-	-	
synMTS_3_094_mmf1	0.007	No mitochondrial presequence	30(MPP)	0.000	8-12,16-20,63-67	8-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_095_mmf1	0.091	No mitochondrial presequence	26(MPP)	0.231		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_096_mmf1	0.064	No mitochondrial presequence	20(MPP)	0.350	14-18,80-84	1-11-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
synMTS_3_097_mmf1	0.407	Possessing mitochondrial presequence	49(MPP)	0.184	41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_098_mmf1	0.056	No mitochondrial presequence	58(MPP)	0.121	81-85	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_099_mmf1	0.256	No mitochondrial presequence	30(MPP)	0.133	82-86	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_100_mmf1	0.009	No mitochondrial presequence	30(MPP)	0.167	42-46,72-76,86-90	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_101_mmf1	0.002	No mitochondrial presequence	30(MPP)	-0.033	88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_102_mmf1	0.028	No mitochondrial presequence	21(MPP)	0.048	24-28,43-47	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_103_mmf1	0.693	Possessing mitochondrial presequence	62(MPP)	0.242	2-6	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_104_mmf1	0.061	No mitochondrial presequence	51(MPP)	0.059	81-85	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_105_mmf1	0.016	No mitochondrial presequence	61(MPP)	0.049	65-69	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_106_mmf1	0.128	No mitochondrial presequence	80(MPP)	0.125	17-21	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_107_mmf1	0.169	No mitochondrial presequence	39(MPP)	0.154	25-29,56-60,81-85,94-98	1-10-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
synMTS_3_108_mmf1	0.037	No mitochondrial presequence	76(MPP)	0.066	9-13,79-83	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_109_mmf1	0.033	No mitochondrial presequence	81(MPP)	0.160		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_110_mmf1	0.135	No mitochondrial presequence	20(MPP)	0.250		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_111_mmf1	0.123	No mitochondrial presequence	95(MPP)	0.147	22-26	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_112_mmf1	0.032	No mitochondrial presequence	41(MPP)	0.049	32-36,80-84	6-15-low	-	-	9-14	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_113_mmf1	0.250	No mitochondrial presequence	30(MPP)	0.200	27-31	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_114_mmf1	0.105	No mitochondrial presequence	40(MPP)	0.075	7-11,20-24,45-49,92-96	3-12-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_115_mmf1	0.050	No mitochondrial presequence	88(MPP)	0.159	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_116_mmf1	0.036	No mitochondrial presequence	17(MPP)	0.118	40-44,49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_117_mmf1	0.089	No mitochondrial presequence	53(MPP)	0.170	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_118_mmf1	0.008	No mitochondrial presequence	15(MPP)	0.067	77-81	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_119_mmf1	0.028	No mitochondrial presequence	19(MPP)	0.053	1-5	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_120_mmf1	0.164	No mitochondrial presequence	14(MPP)	0.143	65-69	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_121_mmf1	0.057	No mitochondrial presequence	17(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_122_mmf1	0.124	No mitochondrial presequence	17(MPP)	0.118	49-53,52-56,63-67,80-84,91-95	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_123_mmf1	0.025	No mitochondrial presequence	39(MPP)	0.051		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_124_mmf1	0.068	No mitochondrial presequence	33(MPP)	0.121	34-38,55-59,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_125_mmf1	0.012	No mitochondrial presequence	50(MPP)	0.100		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_126_mmf1	0.020	No mitochondrial presequence	45(MPP)	0.111	15-19,90-94	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_127_mmf1	0.076	No mitochondrial presequence	13(MPP)	0.231	50-54	21-30-low	-	-	-	4-9	-	-	-	-	-	-	-	-	-	-	
synMTS_3_128_mmf1	0.241	No mitochondrial presequence	48(MPP), 49(Icp55)	0.104	60-64	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_129_mmf1	0.040	No mitochondrial presequence	47(MPP)	0.191	27-31,31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_130_mmf1	0.131	No mitochondrial presequence	71(MPP)	0.113	17-21,50-54	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_131_mmf1	0.021	No mitochondrial presequence	61(MPP)	0.230	25-29,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_132_mmf1	0.318	No mitochondrial presequence	19(MPP), 27(Oct1)	0.211		20-29-high	-	-	-	-	-	-	-	-	-	-	7-12	-	-	-	
synMTS_3_133_mmf1	0.015	No mitochondrial presequence	42(MPP)	0.190	72-76,91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_134_mmf1	0.338	No mitochondrial presequence	17(MPP)	0.353	43-47	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_135_mmf1	0.145	No mitochondrial presequence	21(MPP)	0.333	12-16,41-45	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_136_mmf1	0.217	No mitochondrial presequence	25(MPP), 26(Icp55)	0.160	3-7,22-26,35-39	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_137_mmf1	0.051	No mitochondrial presequence	15(MPP)	0.267	50-54	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_138_mmf1	0.002	No mitochondrial presequence	61(MPP)	0.131	37-41,55-59,58-62	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_139_mmf1	0.481	Possessing mitochondrial presequence	88(MPP)	0.159	5-9,19-23	1-10-high	-	-	-	-	-	-	-	-	-	-	-	18-23	-	-	
synMTS_3_140_mmf1	0.032	No mitochondrial presequence	70(MPP)	0.200	11-15	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_141_mmf1	0.010	No mitochondrial presequence	43(MPP)	0.140		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_142_mmf1	0.143	No mitochondrial presequence	28(MPP)	0.143	21-25,40-44	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	21-26	-	
synMTS_3_143_mmf1	0.128	No mitochondrial presequence	33(MPP)	0.121	9-13,30-34,51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_144_mmf1	0.072	No mitochondrial presequence	56(MPP)	0.071	7-11,30-34,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_145_mmf1	0.016	No mitochondrial presequence	17(MPP)	0.000	24-28,43-47,92-96	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_146_mmf1	0.043	No mitochondrial presequence	84(MPP)	0.155		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_147_mmf1	0.106	No mitochondrial presequence	66(MPP)	0.136	44-48	8-19-low	-	22-27	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_148_mmf1	0.115	No mitochondrial presequence	62(MPP)	0.226	17-21,28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_149_mmf1	0.140	No mitochondrial presequence	74(MPP)	0.189	1-5,14-18,21-25	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_3_150_mmf1	0.015	No mitochondrial presequence	31(MPP)	0.194		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_151_mmf1	0.179	No mitochondrial presequence	25(MPP)	0.280		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_152_mmf1	0.163	No mitochondrial presequence	61(MPP)	0.230	5-9	19-30-high	-	-	-	-	-	8-13	-	-	-	-	-	-	-	-	
synMTS_3_153_mmf1	0.024	No mitochondrial presequence	59(MPP)	0.153	42-46,46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_154_mmf1	0.146	No mitochondrial presequence	23(MPP)	0.174	5-9,35-39,44-48	1-10-low	-	-	-	-	-	-	-	-	3-8	-	-	-	-	-	
synMTS_3_155_mmf1	0.594	Possessing mitochondrial presequence	60(MPP)	0.250		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_156_mmf1	0.003	No mitochondrial presequence	36(MPP)	0.000	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_157_mmf1	0.013	No mitochondrial presequence	55(MPP)	0.109		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_158_mmf1	0.047	No mitochondrial presequence	61(MPP)	0.098	88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_159_mmf1	0.090	No mitochondrial presequence	26(MPP)	0.077	1-5,78-82	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_160_mmf1	0.051	No mitochondrial presequence	41(MPP), 42(Icp55)	0.146	9-13,61-65	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_161_mmf1	0.102	No mitochondrial presequence	35(MPP)	0.086	32-36,62-66	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_162_mmf1	0.033	No mitochondrial presequence	38(MPP)	0.132	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_163_mmf1	0.008	No mitochondrial presequence	53(MPP)	0.132	56-60	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_164_mmf1	0.006	No mitochondrial presequence	61(MPP)	0.131	28-32,58-62	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_165_mmf1	0.007	No mitochondrial presequence	57(MPP)	0.246		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_166_mmf1	0.051	No mitochondrial presequence	30(MPP)	0.233		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_167_mmf1	0.037	No mitochondrial presequence	60(MPP)	0.117	13-17,28-32	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_168_mmf1	0.123	No mitochondrial presequence	33(MPP)	0.182	21-25,64-68,90-94	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_169_mmf1	0.188	No mitochondrial presequence	68(MPP)	0.191		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_170_mmf1	0.072	No mitochondrial presequence	63(MPP)	0.206	42-46	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_171_mmf1	0.155	No mitochondrial presequence	63(MPP)	0.206	2-6	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_172_mmf1	0.002	No mitochondrial presequence	62(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_173_mmf1	0.300	No mitochondrial presequence	41(MPP), 42(Icp55)	0.171	12-16,34-38,60-64	12-21-high	-	-	-	13-18	-	-	-	-	-	-	-	-	-	-	
synMTS_3_174_mmf1	0.006	No mitochondrial presequence	16(MPP)	0.062	6-10,32-36	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
