<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_2_394_mmf1	0.000	No mitochondrial presequence	41(MPP)	-0.122		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_2_395_mmf1	0.029	No mitochondrial presequence	76(MPP)	0.039	15-19	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_2_396_mmf1	0.006	No mitochondrial presequence	87(MPP)	0.000		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_2_397_mmf1	0.042	No mitochondrial presequence	85(MPP)	0.118		13-22-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
synMTS_2_398_mmf1	0.007	No mitochondrial presequence	92(MPP)	0.033		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_2_399_mmf1	0.020	No mitochondrial presequence	21(MPP)	-0.143	44-48	17-26-low	-	-	-	-	-	-	22-27	-	-	-	-	-	-	21-26	
synMTS_2_400_mmf1	0.060	No mitochondrial presequence	70(MPP)	0.029	37-41	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_201_mmf1	0.136	No mitochondrial presequence	81(MPP)	0.160	38-42,61-65	9-18-low	-	23-28	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_202_mmf1	0.007	No mitochondrial presequence	14(MPP)	0.429	18-22,93-97	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_203_mmf1	0.015	No mitochondrial presequence	86(MPP)	0.105	17-21,30-34,77-81	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_204_mmf1	0.108	No mitochondrial presequence	92(MPP)	0.141	34-38,61-65,71-75	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_205_mmf1	0.043	No mitochondrial presequence	90(MPP)	0.111	44-48,70-74,74-78,77-81	10-19-high	-	-	-	-	-	1-6	-	-	-	-	25-30	-	-	-	
synMTS_3_206_mmf1	0.040	No mitochondrial presequence	79(MPP)	0.114	54-58	9-18-high	-	-	-	-	-	-	-	-	-	2-7	-	-	-	-	
synMTS_3_207_mmf1	0.071	No mitochondrial presequence	90(MPP)	0.156	49-53,70-74	3-12-low	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
synMTS_3_208_mmf1	0.001	No mitochondrial presequence	69(MPP)	0.087	62-66	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_209_mmf1	0.102	No mitochondrial presequence	72(MPP)	0.208	7-11,46-50,53-57	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_210_mmf1	0.011	No mitochondrial presequence	8(MPP), 9(Icp55)	-0.125	31-35,84-88	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_211_mmf1	0.039	No mitochondrial presequence	67(MPP)	0.209		21-30-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
synMTS_3_212_mmf1	0.041	No mitochondrial presequence	85(MPP)	0.141	15-19	14-23-low	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
synMTS_3_213_mmf1	0.031	No mitochondrial presequence	92(MPP)	0.098	78-82	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_214_mmf1	0.036	No mitochondrial presequence	64(MPP)	0.188	14-18	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_215_mmf1	0.346	No mitochondrial presequence	68(MPP)	0.206	5-9,19-23	1-12-high	21-26	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	
synMTS_3_216_mmf1	0.001	No mitochondrial presequence	19(MPP)	-0.053		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_217_mmf1	0.024	No mitochondrial presequence	7(MPP)	-0.286	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_218_mmf1	0.004	No mitochondrial presequence	5(MPP)	-0.400	72-76	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_219_mmf1	0.015	No mitochondrial presequence	83(MPP)	0.157		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_220_mmf1	0.053	No mitochondrial presequence	91(MPP)	0.154	17-21,30-34,89-93	16-25-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
synMTS_3_221_mmf1	0.006	No mitochondrial presequence	6(MPP)	0.000	43-47	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_222_mmf1	0.027	No mitochondrial presequence	85(MPP)	0.153		6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_223_mmf1	0.006	No mitochondrial presequence	12(MPP)	-0.083	27-31,30-34	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_224_mmf1	0.001	No mitochondrial presequence	74(MPP)	0.176		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_225_mmf1	0.040	No mitochondrial presequence	47(MPP)	0.191	8-12	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_226_mmf1	0.024	No mitochondrial presequence	95(MPP)	0.095	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_227_mmf1	0.027	No mitochondrial presequence	64(MPP)	0.234	29-33	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_228_mmf1	0.004	No mitochondrial presequence	85(MPP)	0.118		13-22-low	-	-	-	-	-	-	-	-	-	17-22	-	-	-	-	
synMTS_3_229_mmf1	0.009	No mitochondrial presequence	6(MPP)	-0.167	27-31	2-11-low	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_3_230_mmf1	0.042	No mitochondrial presequence	86(MPP)	0.140	23-27,41-45,63-67,79-83	20-29-high	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
synMTS_3_231_mmf1	0.005	No mitochondrial presequence	65(MPP), 73(Oct1)	0.046	61-65	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_232_mmf1	0.003	No mitochondrial presequence	88(MPP)	0.102		7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_233_mmf1	0.069	No mitochondrial presequence	58(MPP)	0.224		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_234_mmf1	0.024	No mitochondrial presequence	89(MPP)	0.146	24-28	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_235_mmf1	0.007	No mitochondrial presequence	48(MPP)	0.104		1-11-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_236_mmf1	0.023	No mitochondrial presequence	31(MPP)	0.097	75-79,93-97	6-15-low	-	-	-	-	-	-	-	-	-	-	17-22	-	-	-	
synMTS_3_237_mmf1	0.008	No mitochondrial presequence	88(MPP)	0.114		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_238_mmf1	0.042	No mitochondrial presequence	92(MPP)	0.130	45-49,64-68	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_239_mmf1	0.072	No mitochondrial presequence	22(MPP)	0.091	5-9	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_240_mmf1	0.050	No mitochondrial presequence	93(MPP)	0.140		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_241_mmf1	0.017	No mitochondrial presequence	60(MPP)	0.167	57-61	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_242_mmf1	0.003	No mitochondrial presequence	8(MPP)	-0.250	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_243_mmf1	0.051	No mitochondrial presequence	66(MPP)	0.227		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_244_mmf1	0.126	No mitochondrial presequence	82(MPP)	0.183		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_245_mmf1	0.024	No mitochondrial presequence	8(MPP)	0.125		15-25-low	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-	
synMTS_3_246_mmf1	0.040	No mitochondrial presequence	83(MPP)	0.157		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_247_mmf1	0.047	No mitochondrial presequence	15(MPP), 23(Oct1)	0.200		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_248_mmf1	0.041	No mitochondrial presequence	79(MPP)	0.114	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_249_mmf1	0.019	No mitochondrial presequence	35(MPP)	0.057	31-35,47-51	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_250_mmf1	0.067	No mitochondrial presequence	63(MPP)	0.206	10-14	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_251_mmf1	0.017	No mitochondrial presequence	70(MPP)	0.186		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_252_mmf1	0.009	No mitochondrial presequence	57(MPP)	0.123	22-26,33-37,55-59	7-18-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_253_mmf1	0.100	No mitochondrial presequence	52(MPP)	0.192	49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_254_mmf1	0.028	No mitochondrial presequence	51(MPP)	0.020	79-83,83-87	21-30-high	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-	-	
synMTS_3_255_mmf1	0.015	No mitochondrial presequence	86(MPP)	0.105		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_256_mmf1	0.017	No mitochondrial presequence	90(MPP)	0.100		19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_257_mmf1	0.021	No mitochondrial presequence	95(MPP)	0.147	48-52	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_258_mmf1	0.070	No mitochondrial presequence	85(MPP)	0.165	64-68	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_259_mmf1	0.014	No mitochondrial presequence	24(MPP)	0.083	88-92	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_260_mmf1	0.088	No mitochondrial presequence	20(MPP)	0.250	17-21,28-32,67-71	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	17-22	-	
synMTS_3_261_mmf1	0.010	No mitochondrial presequence	83(MPP)	0.108	45-49	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_262_mmf1	0.023	No mitochondrial presequence	38(MPP)	0.105	28-32,48-52	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_263_mmf1	0.021	No mitochondrial presequence	93(MPP)	0.140	30-34	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_264_mmf1	0.002	No mitochondrial presequence	90(MPP)	0.122	88-92	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_265_mmf1	0.054	No mitochondrial presequence	73(MPP)	0.178		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_266_mmf1	0.010	No mitochondrial presequence	90(MPP)	0.100	15-19	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_267_mmf1	0.004	No mitochondrial presequence	66(MPP)	0.152	60-64	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_268_mmf1	0.012	No mitochondrial presequence	88(MPP)	0.102	32-36,68-72	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_269_mmf1	0.005	No mitochondrial presequence	93(MPP)	0.108	19-23	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_270_mmf1	0.014	No mitochondrial presequence	30(MPP)	0.100	61-65	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_271_mmf1	0.000	No mitochondrial presequence	37(MPP)	0.027	95-99	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_272_mmf1	0.024	No mitochondrial presequence	75(MPP)	0.187	55-59	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_273_mmf1	0.002	No mitochondrial presequence	34(MPP)	0.088	82-86	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_274_mmf1	0.026	No mitochondrial presequence	79(MPP)	0.114	73-77,76-80	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_275_mmf1	0.014	No mitochondrial presequence	82(MPP)	0.159	13-17	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_276_mmf1	0.027	No mitochondrial presequence	78(MPP)	0.179	20-24	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_277_mmf1	0.058	No mitochondrial presequence	87(MPP)	0.126	7-11	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_278_mmf1	0.036	No mitochondrial presequence	76(MPP)	0.197	4-8	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_279_mmf1	0.045	No mitochondrial presequence	89(MPP)	0.146		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_280_mmf1	0.014	No mitochondrial presequence	81(MPP)	0.123	8-12	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_281_mmf1	0.196	No mitochondrial presequence	61(MPP)	0.246	17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
synMTS_3_282_mmf1	0.007	No mitochondrial presequence	91(MPP)	0.110		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_283_mmf1	0.048	No mitochondrial presequence	84(MPP)	0.155	1-5,39-43,64-68	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_284_mmf1	0.016	No mitochondrial presequence	6(MPP)	-0.167	15-19	7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_285_mmf1	0.018	No mitochondrial presequence	74(MPP)	0.189		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_286_mmf1	0.028	No mitochondrial presequence	23(MPP)	0.043	1-5	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_287_mmf1	0.016	No mitochondrial presequence	23(MPP)	0.174		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_288_mmf1	0.062	No mitochondrial presequence	76(MPP)	0.184	26-30,57-61	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_289_mmf1	0.042	No mitochondrial presequence	75(MPP)	0.173	2-6,55-59	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_290_mmf1	0.014	No mitochondrial presequence	26(MPP)	0.115	80-84	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_291_mmf1	0.004	No mitochondrial presequence	85(MPP)	0.118		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_292_mmf1	0.020	No mitochondrial presequence	14(MPP)	0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_293_mmf1	0.225	No mitochondrial presequence	93(MPP)	0.108	8-12,12-16,91-95	8-17-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
synMTS_3_294_mmf1	0.025	No mitochondrial presequence	13(MPP), 14(Icp55)	0.308	47-51	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_295_mmf1	0.006	No mitochondrial presequence	37(MPP), 38(Icp55)	0.027	63-67,73-77	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_296_mmf1	0.020	No mitochondrial presequence	95(MPP)	0.084	85-89	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_297_mmf1	0.044	No mitochondrial presequence	95(MPP)	0.095	4-8,80-84	1-10-low	-	-	5-10	-	4-9	-	-	-	-	-	16-21	-	-	-	
synMTS_3_298_mmf1	0.006	No mitochondrial presequence	19(MPP)	-0.158		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_299_mmf1	0.100	No mitochondrial presequence	84(MPP)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_300_mmf1	0.040	No mitochondrial presequence	11(MPP)	0.000	84-88,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_301_mmf1	0.040	No mitochondrial presequence	33(MPP)	0.152	56-60	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_302_mmf1	0.091	No mitochondrial presequence	82(MPP)	0.171	1-5	15-24-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
synMTS_3_303_mmf1	0.004	No mitochondrial presequence	94(MPP)	0.160	74-78	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_304_mmf1	0.014	No mitochondrial presequence	91(MPP)	0.121		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_305_mmf1	0.011	No mitochondrial presequence	35(MPP), 36(Icp55)	0.029	78-82,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_306_mmf1	0.055	No mitochondrial presequence	92(MPP)	0.163	42-46,73-77	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_307_mmf1	0.030	No mitochondrial presequence	80(MPP)	0.138		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_308_mmf1	0.034	No mitochondrial presequence	60(MPP)	0.233	30-34	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_309_mmf1	0.032	No mitochondrial presequence	93(MPP)	0.097	57-61,71-75,76-80	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_310_mmf1	0.001	No mitochondrial presequence	36(MPP)	0.222	22-26,96-100	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_311_mmf1	0.084	No mitochondrial presequence	86(MPP)	0.116	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_312_mmf1	0.074	No mitochondrial presequence	80(MPP)	0.113	32-36,68-72	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_313_mmf1	0.050	No mitochondrial presequence	82(MPP)	0.159	61-65	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_314_mmf1	0.001	No mitochondrial presequence	10(MPP)	-0.200	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_315_mmf1	0.010	No mitochondrial presequence	90(MPP)	0.122	72-76,84-88,88-92	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_316_mmf1	0.055	No mitochondrial presequence	61(MPP)	0.213	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_317_mmf1	0.012	No mitochondrial presequence	93(MPP)	0.108	29-33,56-60,79-83	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_318_mmf1	0.065	No mitochondrial presequence	16(MPP)	0.125	75-79	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_319_mmf1	0.012	No mitochondrial presequence	86(MPP)	0.186	55-59,66-70	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_320_mmf1	0.068	No mitochondrial presequence	75(MPP)	0.187	45-49,56-60	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_321_mmf1	0.058	No mitochondrial presequence	57(MPP)	0.228		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_322_mmf1	0.000	No mitochondrial presequence	4(MPP)	0.000	91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_323_mmf1	0.028	No mitochondrial presequence	69(MPP)	0.203	39-43	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_324_mmf1	0.013	No mitochondrial presequence	76(MPP)	0.171		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_325_mmf1	0.037	No mitochondrial presequence	91(MPP)	0.110	51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_326_mmf1	0.074	No mitochondrial presequence	92(MPP)	0.141		20-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
synMTS_3_327_mmf1	0.117	No mitochondrial presequence	59(MPP)	0.203	3-7,7-11	16-25-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_328_mmf1	0.013	No mitochondrial presequence	26(MPP)	0.154	46-50,68-72,79-83	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_329_mmf1	0.007	No mitochondrial presequence	5(MPP)	-0.200	60-64	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_330_mmf1	0.009	No mitochondrial presequence	6(MPP)	0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_331_mmf1	0.070	No mitochondrial presequence	95(MPP)	0.126		3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_332_mmf1	0.052	No mitochondrial presequence	82(MPP)	0.134	3-7,7-11,17-21,31-35,79-83	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_333_mmf1	0.031	No mitochondrial presequence	77(MPP)	0.182		3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_334_mmf1	0.043	No mitochondrial presequence	82(MPP)	0.171	54-58	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_335_mmf1	0.014	No mitochondrial presequence	78(MPP)	0.115	1-5,11-15,29-33	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_336_mmf1	0.005	No mitochondrial presequence	95(MPP)	0.137	30-34,58-62	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_337_mmf1	0.006	No mitochondrial presequence	70(MPP)	0.214		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_338_mmf1	0.045	No mitochondrial presequence	59(MPP)	0.237	1-5	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_339_mmf1	0.001	No mitochondrial presequence	31(MPP)	0.097	58-62	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_340_mmf1	0.030	No mitochondrial presequence	91(MPP)	0.099	50-54,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
synMTS_3_341_mmf1	0.045	No mitochondrial presequence	61(MPP)	0.164	12-16	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_342_mmf1	0.005	No mitochondrial presequence	50(MPP)	0.140	56-60,87-91	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_343_mmf1	0.018	No mitochondrial presequence	92(MPP)	0.174	30-34	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_344_mmf1	0.022	No mitochondrial presequence	71(MPP)	0.141	28-32,68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_345_mmf1	0.137	No mitochondrial presequence	90(MPP)	0.122		17-28-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_3_346_mmf1	0.064	No mitochondrial presequence	73(MPP)	0.178		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_347_mmf1	0.154	No mitochondrial presequence	95(MPP)	0.095	3-7,21-25,39-43	2-11-high	-	-	-	-	21-26	-	6-11	-	-	-	-	-	-	-	
synMTS_3_348_mmf1	0.035	No mitochondrial presequence	64(MPP)	0.203	4-8	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_349_mmf1	0.018	No mitochondrial presequence	76(MPP)	0.171	52-56	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_350_mmf1	0.002	No mitochondrial presequence	94(MPP)	0.096	31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_351_mmf1	0.004	No mitochondrial presequence	87(MPP)	0.149	44-48	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_352_mmf1	0.039	No mitochondrial presequence	85(MPP)	0.165	62-66,65-69	9-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_353_mmf1	0.024	No mitochondrial presequence	93(MPP)	0.097		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_354_mmf1	0.026	No mitochondrial presequence	52(MPP)	0.135	54-58,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_355_mmf1	0.008	No mitochondrial presequence	88(MPP)	0.102		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_356_mmf1	0.029	No mitochondrial presequence	17(MPP)	0.000	8-12,13-17,31-35,86-90	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_357_mmf1	0.022	No mitochondrial presequence	95(MPP)	0.105	5-9,42-46	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_358_mmf1	0.078	No mitochondrial presequence	41(MPP)	0.000	9-13	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_359_mmf1	0.031	No mitochondrial presequence	71(MPP)	0.127	24-28,28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_360_mmf1	0.007	No mitochondrial presequence	78(MPP)	0.179	58-62	5-14-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-	
synMTS_3_361_mmf1	0.023	No mitochondrial presequence	87(MPP)	0.149	41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_362_mmf1	0.037	No mitochondrial presequence	89(MPP)	0.146		11-20-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8	
synMTS_3_363_mmf1	0.001	No mitochondrial presequence	46(MPP)	0.109		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_364_mmf1	0.034	No mitochondrial presequence	24(MPP)	0.167		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
