<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_3_461_hac1	0.040	No mitochondrial presequence	4(MPP)	0.500	55-59,75-79,81-85	13-22-high	20-25	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_462_hac1	0.026	No mitochondrial presequence	77(MPP)	0.143	13-17	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_463_hac1	0.054	No mitochondrial presequence	29(MPP), 30(Icp55)	0.241	6-10,12-16,45-49,60-64	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_464_hac1	0.006	No mitochondrial presequence	72(MPP)	0.125	40-44	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_465_hac1	0.050	No mitochondrial presequence	88(MPP)	0.125	86-90	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_466_hac1	0.022	No mitochondrial presequence	65(MPP)	0.154	62-66	16-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_467_hac1	0.005	No mitochondrial presequence	5(MPP)	-0.600	59-63,62-66	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_468_hac1	0.019	No mitochondrial presequence	38(MPP)	0.053		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_469_hac1	0.018	No mitochondrial presequence	53(MPP)	0.189	20-24,25-29,41-45	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_470_hac1	0.021	No mitochondrial presequence	41(MPP)	0.244	30-34,85-89	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_471_hac1	0.000	No mitochondrial presequence	62(MPP)	0.145		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_472_hac1	0.023	No mitochondrial presequence	73(MPP)	0.137	70-74	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_473_hac1	0.081	No mitochondrial presequence	95(MPP)	0.105	2-6,54-58,93-97	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_474_hac1	0.017	No mitochondrial presequence	66(MPP)	0.152		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_475_hac1	0.041	No mitochondrial presequence	73(MPP)	0.137		19-28-high	-	23-28	-	-	-	21-26	-	-	-	20-25	-	-	-	-	
synMTS_3_476_hac1	0.061	No mitochondrial presequence	82(MPP)	0.122	52-56,66-70,80-84	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_477_hac1	0.018	No mitochondrial presequence	83(MPP)	0.096	3-7,56-60	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
synMTS_3_478_hac1	0.002	No mitochondrial presequence	90(MPP)	0.111	59-63,87-91	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_479_hac1	0.001	No mitochondrial presequence	20(MPP)	0.250		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_480_hac1	0.034	No mitochondrial presequence	94(MPP)	0.106	13-17	5-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_481_hac1	0.003	No mitochondrial presequence	60(MPP)	0.117	36-40,52-56	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_482_hac1	0.004	No mitochondrial presequence	68(MPP)	0.132	32-36,47-51	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_483_hac1	0.011	No mitochondrial presequence	80(MPP)	0.113	45-49	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_484_hac1	0.008	No mitochondrial presequence	46(MPP)	0.239	89-93	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_485_hac1	0.010	No mitochondrial presequence	14(MPP)	-0.071	23-27,83-87	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_486_hac1	0.016	No mitochondrial presequence	44(MPP)	0.205	88-92	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_487_hac1	0.016	No mitochondrial presequence	91(MPP)	0.121	19-23,81-85,88-92	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_488_hac1	0.052	No mitochondrial presequence	79(MPP)	0.127	63-67,72-76	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_489_hac1	0.039	No mitochondrial presequence	36(MPP), 37(Icp55)	0.167	1-5,31-35	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_490_hac1	0.003	No mitochondrial presequence	66(MPP)	0.152	43-47	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_491_hac1	0.018	No mitochondrial presequence	87(MPP)	0.115	54-58	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_492_hac1	0.004	No mitochondrial presequence	67(MPP), 68(Icp55)	0.134		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_493_hac1	0.003	No mitochondrial presequence	74(MPP)	0.135	7-11,55-59	6-15-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_3_494_hac1	0.023	No mitochondrial presequence	70(MPP)	0.129	27-31,62-66	10-19-low	-	-	-	-	-	-	-	4-9	-	-	-	-	-	-	
synMTS_3_495_hac1	0.043	No mitochondrial presequence	40(MPP)	0.225	84-88	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_496_hac1	0.213	No mitochondrial presequence	40(MPP)	0.250	9-13,84-88	21-30-high	-	-	-	-	9-14	-	20-25	25-30	-	19-24,24-29	-	-	-	-	
synMTS_3_497_hac1	0.011	No mitochondrial presequence	58(MPP)	0.172		4-13-high	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_3_498_hac1	0.001	No mitochondrial presequence	92(MPP)	0.109		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_499_hac1	0.057	No mitochondrial presequence	82(MPP)	0.134	47-51,73-77	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_500_hac1	0.009	No mitochondrial presequence	59(MPP)	0.153		12-23-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
synMTS_3_501_hac1	0.014	No mitochondrial presequence	24(MPP)	0.083	11-15,32-36	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_502_hac1	0.014	No mitochondrial presequence	44(MPP)	0.205	6-10,18-22,62-66	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_503_hac1	0.003	No mitochondrial presequence	94(MPP)	0.117	39-43,50-54	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_504_hac1	0.003	No mitochondrial presequence	62(MPP)	0.145		1-13-low	-	-	-	-	-	-	-	-	-	-	22-27	-	-	-	
synMTS_3_505_hac1	0.009	No mitochondrial presequence	60(MPP)	0.167	25-29,57-61	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_506_hac1	0.065	No mitochondrial presequence	82(MPP)	0.122	37-41,73-77,76-80,79-83	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_507_hac1	0.010	No mitochondrial presequence	22(MPP)	0.091	32-36,62-66,96-100	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_508_hac1	0.016	No mitochondrial presequence	5(MPP)	0.000	93-97	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_509_hac1	0.005	No mitochondrial presequence	81(MPP)	0.111	78-82	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_510_hac1	0.023	No mitochondrial presequence	21(MPP)	0.048	9-13,26-30,36-40,40-44	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_511_hac1	0.003	No mitochondrial presequence	62(MPP)	0.161	49-53	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_512_hac1	0.092	No mitochondrial presequence	95(MPP)	0.105	11-15,93-97	3-15-high	-	-	-	-	-	-	-	-	-	2-7	-	-	-	-	
synMTS_3_513_hac1	0.010	No mitochondrial presequence	10(MPP)	-0.100	17-21	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_514_hac1	0.028	No mitochondrial presequence	46(MPP)	0.196	5-9,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_515_hac1	0.002	No mitochondrial presequence	67(MPP)	0.119		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_516_hac1	0.005	No mitochondrial presequence	77(MPP)	0.117	31-35,42-46	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_517_hac1	0.020	No mitochondrial presequence	23(MPP)	0.174		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_518_hac1	0.003	No mitochondrial presequence	60(MPP)	0.150	57-61	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_519_hac1	0.022	No mitochondrial presequence	81(MPP), 82(Icp55)	0.086		15-25-high	-	-	-	-	-	5-10	-	-	-	4-9	-	-	-	-	
synMTS_3_520_hac1	0.003	No mitochondrial presequence	89(MPP)	0.101	42-46	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_521_hac1	0.010	No mitochondrial presequence	67(MPP)	0.149	18-22,29-33	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_522_hac1	0.086	No mitochondrial presequence	54(MPP)	0.167	1-5	1-10-high	-	-	-	-	-	-	-	-	6-11	-	5-10	-	-	-	
synMTS_3_523_hac1	0.034	No mitochondrial presequence	48(MPP)	0.167	8-12,91-95	19-28-high	-	-	-	-	-	-	22-27	-	-	-	-	-	-	-	
synMTS_3_524_hac1	0.001	No mitochondrial presequence	95(MPP)	0.116	40-44,65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_525_hac1	0.034	No mitochondrial presequence	83(MPP)	0.120	3-7	2-11-high	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-	
synMTS_3_526_hac1	0.024	No mitochondrial presequence	69(MPP)	0.145		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_527_hac1	0.005	No mitochondrial presequence	57(MPP)	0.105	50-54	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_528_hac1	0.040	No mitochondrial presequence	92(MPP)	0.109	1-5,49-53,55-59,61-65	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_529_hac1	0.006	No mitochondrial presequence	17(MPP)	-0.059	59-63	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_530_hac1	0.020	No mitochondrial presequence	46(MPP)	0.217	89-93	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_531_hac1	0.004	No mitochondrial presequence	79(MPP)	0.114	54-58,60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_532_hac1	0.039	No mitochondrial presequence	10(MPP)	0.000	24-28,35-39,64-68,95-99	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_533_hac1	0.014	No mitochondrial presequence	50(MPP)	0.200	40-44,47-51,93-97	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_534_hac1	0.013	No mitochondrial presequence	61(MPP)	0.164		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_535_hac1	0.017	No mitochondrial presequence	73(MPP)	0.137	14-18	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
synMTS_3_536_hac1	0.020	No mitochondrial presequence	52(MPP)	0.173	46-50,49-53,96-100	21-30-high	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
synMTS_3_537_hac1	0.011	No mitochondrial presequence	75(MPP)	0.133	1-5	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_538_hac1	0.008	No mitochondrial presequence	69(MPP)	0.130		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_539_hac1	0.036	No mitochondrial presequence	81(MPP)	0.123	33-37	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_540_hac1	0.014	No mitochondrial presequence	79(MPP)	0.127	68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_541_hac1	0.006	No mitochondrial presequence	25(MPP)	-0.080		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_542_hac1	0.002	No mitochondrial presequence	54(MPP)	0.167	39-43,45-49	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_543_hac1	0.076	No mitochondrial presequence	39(MPP)	0.205	15-19,20-24,83-87	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_544_hac1	0.015	No mitochondrial presequence	64(MPP)	0.141		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_545_hac1	0.001	No mitochondrial presequence	19(MPP)	0.263	90-94,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_546_hac1	0.004	No mitochondrial presequence	62(MPP)	0.145	52-56	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_547_hac1	0.001	No mitochondrial presequence	67(MPP)	0.134	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_548_hac1	0.008	No mitochondrial presequence	67(MPP)	0.134	36-40	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_549_hac1	0.026	No mitochondrial presequence	65(MPP)	0.154		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_550_hac1	0.004	No mitochondrial presequence	80(MPP)	0.138	29-33,34-38	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_551_hac1	0.009	No mitochondrial presequence	87(MPP)	0.115	30-34	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_552_hac1	0.005	No mitochondrial presequence	76(MPP)	0.132	5-9	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_553_hac1	0.002	No mitochondrial presequence	63(MPP)	0.143		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_554_hac1	0.007	No mitochondrial presequence	25(MPP)	0.160		2-11-high	-	20-25	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_555_hac1	0.015	No mitochondrial presequence	45(MPP)	0.200	11-15,89-93	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_556_hac1	0.002	No mitochondrial presequence	7(MPP)	-0.143	17-21,67-71,71-75,93-97	12-21-low	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
synMTS_3_557_hac1	0.026	No mitochondrial presequence	47(MPP)	0.170	14-18,17-21,90-94	17-26-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
synMTS_3_558_hac1	0.013	No mitochondrial presequence	65(MPP)	0.138	39-43	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_559_hac1	0.018	No mitochondrial presequence	25(MPP)	0.080	45-49	2-11-low	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-	
synMTS_3_560_hac1	0.035	No mitochondrial presequence	65(MPP)	0.154		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_561_hac1	0.033	No mitochondrial presequence	95(MPP)	0.105	6-10	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_562_hac1	0.005	No mitochondrial presequence	48(MPP)	0.188	18-22,45-49,92-96	18-28-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
synMTS_3_563_hac1	0.015	No mitochondrial presequence	52(MPP)	0.173	49-53,95-99	13-22-high	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
synMTS_3_564_hac1	0.001	No mitochondrial presequence	54(MPP)	0.148	37-41	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_565_hac1	0.005	No mitochondrial presequence	82(MPP)	0.110		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_566_hac1	0.023	No mitochondrial presequence	60(MPP)	0.150	32-36	1-10-high	-	12-17	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_567_hac1	0.021	No mitochondrial presequence	82(MPP)	0.110	7-11,12-16	6-15-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
synMTS_3_568_hac1	0.004	No mitochondrial presequence	46(MPP)	0.130		12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_569_hac1	0.182	No mitochondrial presequence	52(MPP)	0.192	42-46,96-100	10-19-high	-	-	-	-	-	13-18	-	-	-	-	-	-	-	12-17	
synMTS_3_570_hac1	0.008	No mitochondrial presequence	48(MPP)	0.208	16-20,91-95	11-20-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-	
synMTS_3_571_hac1	0.002	No mitochondrial presequence	40(MPP)	0.075	51-55,63-67,73-77,95-99	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_572_hac1	0.003	No mitochondrial presequence	27(MPP)	0.148	89-93	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_573_hac1	0.005	No mitochondrial presequence	82(MPP), 83(Icp55)	0.134	44-48,65-69,69-73	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_574_hac1	0.063	No mitochondrial presequence	92(MPP)	0.098	21-25,61-65,77-81	20-29-high	-	-	-	-	-	11-16	-	-	-	-	-	-	-	10-15	
synMTS_3_575_hac1	0.004	No mitochondrial presequence	80(MPP)	0.125	27-31,46-50	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_576_hac1	0.000	No mitochondrial presequence	51(MPP)	0.176	33-37,39-43,95-99	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_577_hac1	0.006	No mitochondrial presequence	35(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_578_hac1	0.018	No mitochondrial presequence	40(MPP)	0.225	38-42,84-88	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_579_hac1	0.023	No mitochondrial presequence	88(MPP)	0.114		1-11-low	-	-	-	-	-	-	-	-	13-18	-	-	-	-	-	
synMTS_3_580_hac1	0.017	No mitochondrial presequence	73(MPP)	0.151		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_581_hac1	0.038	No mitochondrial presequence	68(MPP)	0.132		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_582_hac1	0.146	No mitochondrial presequence	52(MPP)	0.192	4-8,29-33,49-53,95-99	3-15-high	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
synMTS_3_583_hac1	0.022	No mitochondrial presequence	43(MPP)	0.209	2-6,31-35,87-91	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_584_hac1	0.037	No mitochondrial presequence	95(MPP)	0.105		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_585_hac1	0.011	No mitochondrial presequence	73(MPP)	0.123		19-29-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_3_586_hac1	0.010	No mitochondrial presequence	65(MPP)	0.154	39-43,44-48,53-57,62-66	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_587_hac1	0.030	No mitochondrial presequence	43(MPP)	0.256	40-44,87-91	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_588_hac1	0.007	No mitochondrial presequence	52(MPP)	0.192	38-42,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_589_hac1	0.023	No mitochondrial presequence	6(MPP)	-0.333	18-22,38-42	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_590_hac1	0.135	No mitochondrial presequence	77(MPP)	0.130	10-14,17-21,21-25,51-55	12-21-high	-	-	-	-	-	-	-	-	-	-	-	9-14	10-15	-	
synMTS_3_591_hac1	0.025	No mitochondrial presequence	55(MPP)	0.182		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_592_hac1	0.021	No mitochondrial presequence	47(MPP)	0.213	90-94	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_593_hac1	0.010	No mitochondrial presequence	27(MPP)	0.185	20-24,89-93,93-97	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_594_hac1	0.001	No mitochondrial presequence	41(MPP)	0.073		16-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_595_hac1	0.016	No mitochondrial presequence	84(MPP)	0.107		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_596_hac1	0.009	No mitochondrial presequence	29(MPP)	0.207	86-90,94-98	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_597_hac1	0.035	No mitochondrial presequence	61(MPP)	0.148	14-18	12-21-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
synMTS_3_598_hac1	0.033	No mitochondrial presequence	78(MPP)	0.128	16-20,72-76,76-80	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_599_hac1	0.010	No mitochondrial presequence	85(MPP)	0.106		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_3_600_hac1	0.004	No mitochondrial presequence	69(MPP)	0.130	52-56,56-60,66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_401_hac1	0.073	No mitochondrial presequence	50(MPP)	0.240	9-13,17-21,94-98	17-26-high	-	-	-	18-23	9-14	-	-	-	-	-	-	-	-	-	
synMTS_4_402_hac1	0.087	No mitochondrial presequence	47(MPP)	0.234	4-8,15-19,32-36,35-39,48-52,74-78,83-87	4-15-high	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
synMTS_4_403_hac1	0.077	No mitochondrial presequence	54(MPP)	0.222	18-22,44-48,51-55	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_404_hac1	0.324	No mitochondrial presequence	88(MPP)	0.250	12-16,24-28,51-55,74-78	6-16-high	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-	
synMTS_4_405_hac1	0.090	No mitochondrial presequence	44(MPP)	0.227	13-17,18-22,28-32,87-91	8-17-low	-	-	-	-	-	-	23-28	-	-	22-27	-	12-17,17-22	-	-	
synMTS_4_406_hac1	0.032	No mitochondrial presequence	64(MPP)	0.250	8-12,28-32,54-58	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_407_hac1	0.077	No mitochondrial presequence	42(MPP)	0.262	5-9,10-14,86-90	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_408_hac1	0.288	No mitochondrial presequence	21(MPP), 29(Oct1)	0.238	18-22,52-56,59-63,74-78,88-92	15-24-high	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_409_hac1	0.021	No mitochondrial presequence	82(MPP)	0.232	16-20,25-29,40-44,43-47,67-71,71-75	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_410_hac1	0.019	No mitochondrial presequence	71(MPP)	0.225	9-13,37-41,47-51,65-69	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_411_hac1	0.027	No mitochondrial presequence	17(MPP)	0.235	79-83,87-91	17-26-high	-	23-28	-	25-30	-	-	-	-	-	-	-	-	-	-	
synMTS_4_412_hac1	0.064	No mitochondrial presequence	66(MPP)	0.258	15-19,23-27,38-42,43-47,63-67	17-26-high	-	-	16-21	-	15-20	-	-	-	-	-	-	-	-	-	
synMTS_4_413_hac1	0.113	No mitochondrial presequence	42(MPP)	0.238	15-19,19-23,30-34,66-70,69-73,87-91,91-95,94-98	15-24-high	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
synMTS_4_414_hac1	0.069	No mitochondrial presequence	64(MPP)	0.219	8-12,20-24,33-37,48-52,56-60	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_415_hac1	0.093	No mitochondrial presequence	53(MPP)	0.245	46-50	20-30-high	-	-	-	-	-	-	-	-	-	21-26	-	-	-	-	
synMTS_4_416_hac1	0.044	No mitochondrial presequence	76(MPP)	0.250	41-45,49-53,53-57,56-60	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_417_hac1	0.062	No mitochondrial presequence	44(MPP)	0.250	12-16,20-24,46-50,50-54,60-64,64-68,69-73	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_418_hac1	0.016	No mitochondrial presequence	65(MPP)	0.231	27-31	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_419_hac1	0.058	No mitochondrial presequence	87(MPP)	0.241	15-19,32-36,41-45,45-49,66-70,69-73	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_420_hac1	0.118	No mitochondrial presequence	60(MPP)	0.250	10-14	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_4_421_hac1	0.026	No mitochondrial presequence	82(MPP)	0.244	3-7,7-11,43-47,79-83	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_422_hac1	0.057	No mitochondrial presequence	84(MPP)	0.226	16-20,59-63,81-85	3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_423_hac1	0.139	No mitochondrial presequence	50(MPP)	0.240	93-97	13-22-high	-	-	-	-	-	-	-	18-23	-	-	-	-	-	17-22	
synMTS_4_424_hac1	0.074	No mitochondrial presequence	54(MPP)	0.241	9-13,13-17,27-31,44-48,47-51,75-79,96-100	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_4_425_hac1	0.131	No mitochondrial presequence	56(MPP)	0.232	31-35,53-57,72-76,76-80,87-91	1-10-high	-	18-23	-	-	-	16-21	-	-	-	15-20	-	-	-	-	
synMTS_4_426_hac1	0.105	No mitochondrial presequence	45(MPP), 53(Oct1)	0.244	7-11,59-63,62-66	3-12-high	-	-	-	-	-	15-20	-	-	-	-	-	6-11	7-12	-	
